135,-1400,1784,-795,-346,1115,-2342,2594,-558,-1801,2556,-1831,502,201,-574,1164,-815,-748,1154,-287,-591,585,-1269,1844,-2511,1837,746,1062,-2037,1565,60,-1508,2486,-2363,1563,-660,-748,2078,-1761,274,529,-545,402,-63,-773,1746,-2173,1024,1060,-2085,2101,-2173,1455,713,-63,887,-2089,1407,938,-2328,2442,-1660,418,601,-1709,2782,-1785,-407,907,-541,443,33,-833,1108,-578,-1093,2490,-1940,490,662,-1970
-1073,1899,-1868,1398,-1763,1183,551,-1885,2190,-1725,1002,-680,727,67,-1327,1667,-1151,586,-330,60,566,-1762,3162,-2704,1408,-937,865,-704,949,-1388,1606,-1539,482,890,-1492,1766,-2085,2837,-2253,819,377,-1067,1132,-654,225,60,-1014,2580,-2910,2367,-1651,902,-555,83,311,-966,1396,-1925,1504,-117,-1027,1516,-1944,2686,-2568,1990,-1034,-336,919,-776,662,-662,126,1029,-1990,2522,-2583,2214,-1667,679,216
504,-1481,2034,-1700,1073,-822,151,1213,-2374,2752,-2083,1080,-343,-16,358,-1052,1178,-256,-708,1256,-1694,2091,-2407,2514,-1840,304,116,-967,1577,-1497,1340,-1573,731,834,-1781,2209,-1997,1517,-1249,1092,-200,-965,1064,-512,24,400,-727,1286,-2284,2877,-2304,1159,-804,223,982,-1220,1357,-2134,2154,-925,-864,1787,-1914,1780,-1565,1587,-1130,-269,761,-567,545,-535,264,52,-988,2557,-2863,2236,-1824,1324,-370
1832,-1997,1643,-1469,1040,-337,-681,1896,-2112,1571,-1231,1377,-717,-580,1128,-1352,894,266,-855,1199,-2345,3464,-2673,1294,-408,-342,648,1298,-1300,1546,-1831,1611,-1178,-2,1679,-2290,1974,-1707,1560,-997,29,771,-1347,1148,-181,-500,850,-1732,2988,-3118,2405,-1483,414,219,-911,1049,-1629,1955,-1901,1103,258,-1080,1317,-1959,2606,-1909,700,314,-1228,1337,-849,551,-110,-1079,2354,-2648,2459,-2178,1711,-1211,105
840,-1526,2020,-2238,1765,-562,-255,439,-1092,2311,-2606,1850,-535,-651,1099,-923,948,-1019,276,1237,-1947,2416,-2570,2122,-1816,1432,-534,-659,1279,-1988,2306,-1914,1406,-808,-422,1751,-2228,2080,-1232,324,246,-587,919,-1256,974,-13,-855,1608,-2237,2729,-2608,1981,-916,-139,15,707,-1465,2049,-1911,1611,-1858,1034,884,-2050,2122,-1583,730,-367,290,565,-1443,1129,-219,-340,939,-1422,1837,-2551,2882,-2177,1024
-887,1593,-1762,1794,-2084,1785,-335,-1091,1792,-1740,1737,-1318,786,111,-1295,1484,-749,202,133,-836,1445,-2188,2862,-2608,1747,-1388,711,698,-1626,2306,-2173,1890,-1662,1139,-152,-949,1922,-1843,998,-340,220,145,-1067,1503,-1424,781,400,-603,896,-2028,3481,-3037,1620,-476,400,603,-1496,1762,-1326,888,-612,-690,2382,-2833,2605,-1853,985,-664,193,526,-1002,526,125,-621,1158,-1575,2184,-2644,2127,-806,-412
-953,1378,-1193,1034,-1383,723,1038,-2392,2919,-2446,1526,-1122,978,-306,-743,865,-221,-121,545,-969,1407,-2036,2645,-2109,790,-223,-572,1067,-1153,1205,-1481,866,328,-1324,2062,-2243,2361,-2162,1490,-459,-556,753,-450,312,-48,-452,1236,-1914,2490,-2101,1139,-1250,798,885,-508,1941,-2475,2286,-2200,1901,-1140,-171,1130,-1445,1293,-712,237,295,-1280,2043,-1917,1136,-515,-356,1018,-1553,2263,-2350,1485,-965,903
-563,1432,-1537,1420,-1334,1241,-936,-534,2468,-2704,1905,-1411,1419,-1085,12,873,-1401,1048,81,-898,1132,-1738,2986,-3198,2029,-735,-346,-1194,1260,-1467,1325,-1096,315,1114,-1814,1954,-2143,2357,-1540,359,529,-1257,1237,-655,55,601,-1642,2665,-2733,2300,-1850,1265,-625,-557,-404,792,-1521,1940,-2007,1315,-33,-980,1232,-1659,2783,-2779,1538,-145,-1062,1339,-773,581,-569,-449,2091,-2748,2867,-2241,1236,-899,543
297,-823,1349,-2118,2038,-970,-303,1043,-1700,2596,-2698,1999,-1077,-136,775,-870,728,-668,146,1049,-1870,2302,-2498,2257,-1701,732,273,-672,-317,1167,-1841,2029,-1418,681,-411,-766,2544,-2953,2439,-1313,135,247,-135,574,-1090,581,597,-1459,2007,-2071,2032,-2450,2032,-696,563,-1566,2156,-1662,797,-669,130,1317,-2410,2667,-2217,1616,-777,233,277,-1192,1303,-538,-177,943,-1592,1894,-2311,2800,-2242,961,-412
-796,1465,-1544,1560,-1895,1157,227,-1599,2089,-1802,1525,-1533,1402,-470,-844,1211,-611,31,240,-574,1320,-2277,3006,-2444,1037,-763,488,910,-1157,1251,-2161,2081,-749,-792,1864,-2188,1899,-1648,1882,-1239,-215,752,-648,522,-142,-263,617,-1529,2652,-2836,2122,-1561,583,518,-661,1140,-1933,2180,-1471,110,588,-1114,1859,-2132,2452,-1652,223,307,-105,294,-723,599,-213,-783,2099,-2228,1779,-2306,2230,-1088,-515
