-615,1520,-802,-305,1191,31,-1293,-754,1178,2785,-3704,-2723,3307,1387,-980,-1917,-205,2976,69,-3248,1198,1747,-1000,-875,-69,1056,770,831,432,-1664,1202,-146,-356,2351,-525,-2658,675,3420,-4552,-1953,4186,-220,-1104,-1188,2314,614,-2673,1410,476,-510,-480,-146,1002,-681,1014,-1210,1115,-370,-411,1709,-1587,1208,629,1750,-4613,-1362,4835,-2423,-1138,931,1027,-521,-1812,2620,-514,-1282,949,-203,151,-599,589
1362,-1911,1260,66,-200,1119,723,-1355,-2309,3043,-1831,-2762,2517,365,238,-1640,1534,1477,-2170,300,904,-385,-665,9,718,67,-921,-675,-17,492,-586,1998,-158,-3335,761,2149,-1758,-2000,3540,30,-2020,214,826,801,-2352,965,1927,-2374,-333,2105,-380,-1346,252,841,-949,1605,-1314,340,1144,-1401,1379,-144,2060,-3648,-703,4314,-2931,-1888,1362,1812,-1541,-969,2644,-469,-1015,62,771,-204,-1297,1161,684
1033,-87,-753,1030,-1232,1927,230,596,-2868,-104,4035,-4570,-1048,3156,133,-1620,-1043,3175,-293,-2282,1420,384,-851,-937,1220,1296,-1892,-589,1056,-1071,1276,-510,-673,2009,-105,1074,-4806,1796,4496,-4832,-1501,2621,1231,-2467,-357,2991,-553,-1481,-32,1322,-342,-1719,1150,1315,577,364,-1076,1555,-1055,1220,796,-168,-3044,741,4010,-4887,-1374,4038,-169,-1884,-799,3365,-373,-2487,1447,1049,-1033,-892,573,1246,-1637
709,139,-407,1188,-1621,1182,-407,-471,3199,-2704,-2199,2645,1598,-4916,671,3879,-2069,-1153,514,1815,-625,-2357,2747,241,-2420,903,1453,-1519,1817,-364,-534,843,-1295,2613,-444,-3127,1641,1983,-1994,-2360,2502,882,-1571,-892,1383,1851,-3327,657,1830,-1215,-812,183,1305,-590,1565,-1003,-113,1006,-1296,1812,529,-2448,-275,2420,-1026,-3577,2600,1406,-1723,-881,1027,2282,-2919,-186,2735,-1407,-1270,1084,817,-764,-1037
1780,-1208,-696,-205,2118,-2253,-2136,2707,257,-1025,-1419,1996,1480,-2803,743,753,-310,-153,-449,993,0,-1139,920,546,-1064,504,149,6,-109,945,-1814,1250,415,-240,2434,-4013,723,2749,-3588,-1056,2246,1069,-2293,19,1896,368,-1620,-424,2590,-1037,-2168,1662,1252,-2119,54,-506,-1111,778,2429,-3401,-1057,1872,631,-1177,-1564,2761,31,-1568,420,126,757,-1096,-117,1343,-1128,-83,931,-845,318,319,-265
668,-489,622,-1335,1312,311,-980,2693,-977,-3227,1784,4048,-5656,-2314,5992,-1152,-2576,245,2398,412,-3605,2371,1458,-2475,-159,1143,866,-685,832,-1038,735,458,-983,1181,-830,2878,-1094,-4525,3926,1686,-5646,-189,4343,-828,-3259,1799,1929,-675,-1881,1357,1429,-2542,-122,2364,709,-1152,1055,-166,-428,1778,1354,-2154,-3053,2906,-653,-2262,2562,-89,-402,-441,740,849,-2078,1375,734,-1503,-132,957,231,-603,-243
-992,286,420,-703,881,-921,2395,240,-4284,2788,1341,-3409,-1151,2757,1112,-3272,722,1915,-363,-1536,589,1675,-1996,245,1231,-1168,78,249,-667,1394,-1247,813,411,1608,-1253,-3539,4264,-147,-4632,578,2958,-771,-2841,2164,1525,-1398,-1712,2184,911,-2999,991,1757,-1344,-583,-363,713,-350,-289,2280,-1262,-2298,1774,1053,-2408,-1592,3338,-283,-2814,1373,1257,-243,-1841,1487,1306,-2178,167,1290,-728,-331,240,109
14,40,-2455,2812,-535,-4228,2628,603,257,-1123,-315,2485,-1375,-745,674,229,-258,-575,927,-519,-354,1197,-899,248,495,-630,843,-992,721,-80,-51,181,-476,2371,-875,-3196,1704,3863,-5898,-1844,5879,-1139,-2480,115,2593,93,-3295,1989,1476,-2274,-499,1540,697,-2087,889,-296,354,-158,-445,1449,-479,1994,-3126,-673,4169,-2738,-1986,1238,1108,-317,-2563,2429,1196,-2051,80,1083,-155,-1265,484,1091,-1009
-1471,873,1164,-3651,1130,1102,111,-1175,-758,3388,-1273,-1787,1777,22,-630,-369,861,203,-1200,836,205,-420,372,-111,613,-756,-215,469,478,-619,546,-1159,1408,116,434,1759,-4878,1429,3472,-3861,-2116,3801,729,-3424,869,1976,-118,-1404,-19,1940,-1407,-1384,2016,112,45,-303,1350,-1249,2307,-1959,-1734,2320,287,-2959,-1089,3610,-873,-2020,1557,421,-164,-1667,1574,923,-2270,855,954,-695,-737,351,1151
-1131,931,290,-914,1116,-994,933,1507,-2309,-1998,2875,2513,-5408,192,3360,-1486,-777,-330,2520,-459,-2776,2407,637,-2059,192,1141,-216,-162,-692,1790,-1588,751,213,-85,1360,-230,-3492,644,6361,-5297,-5545,6602,853,-2820,-1194,2571,1788,-4268,900,2938,-1712,-1589,1177,1172,-1893,1532,-145,-589,508,-865,1411,-1069,1442,3065,-3047,-4508,2713,1888,-2491,951,923,-255,-533,-709,2445,-1507,-1216,2341,-708,-1111,795
