-109,-198,-110,328,145,-251,-208,509,348,408,-1217,-748,2037,134,-2086,
-779,1639,1254,-2044,-520,2072,-322,-1479,616,1358,-544,-1084,336,963,-66,
-85,44,-64,94,214,205,-183,737,-806,-1684,494,1091,-501,-781,1289,
69,-71,176,-111,889,11,-1614,740,715,-190,-1305,-205,1478,-316,-933,
137,172,-255,-4,164,695,-995,-390,1117,-92,-1330,231,1395,-1025,-522,
-13,196,-16,-90,-52,129,49,-112,6,881,-661,-1671,1966,782,-1919,
-604,1937,-466,-1503,1043,804,-1398,10,1299,-568,-881,1023,524,-1127,145,
53,-260,157,160,-132,-132,283,-85,-137,1404,-1112,-1075,1732,-31,-1794,
179,1995,-1419,-1039,2195,-757,-976,1020,460,-970,-281,1118,-247,-985,498,
-203,144,51,-137,213,335,355,-291,-883,980,-411,-1257,866,880,-1495,
268,1340,-1047,-577,1396,-135,-1173,398,860,-399,-576,313,345,-313,-374,
31,-7,80,-182,249,426,383,-1537,861,561,-1251,-505,1292,244,-1592,
-193,230,144,-370,-14,512,564,-246,-1239,1105,160,-788,-893,1270,630,
-1678,727,835,-773,-145,539,122,-704,276,570,-574,-305,697,-303,-256,
-76,-39,-221,256,230,-21,27,-1025,561,1263,-808,-1241,683,1042,-1383,
-32,967,-410,-781,1001,464,-1237,1,1467,-693,-892,619,300,-480,-157,
335,-150,-78,299,615,-1148,284,905,-387,-1108,116,1038,-832,-342,880,
61,-12,-46,-153,245,-38,-71,1067,-787,-1128,1887,264,-2287,12,2187,
-1155,-1376,2016,-120,-1433,860,883,-1051,-729,1493,61,-1458,439,1141,-838,
-210,45,184,239,326,-735,-165,1223,-765,-1012,-122,1486,-404,-1203,1459,
-258,323,-29,-324,169,381,46,493,-1367,92,1180,-614,-1609,1040,1408,
-1652,-177,1624,-813,-791,1143,298,-1058,-138,1150,-213,-1106,688,506,-627,
158,-259,326,642,-648,-575,441,459,-569,-1011,1001,495,-1114,236,721,
117,331,-151,-167,-88,442,497,-633,-1134,1508,-69,-1179,-171,1446,-542,
-982,1096,-187,-952,436,862,-784,-502,877,348,-850,41,509,-217,-154,
206,-155,-179,118,183,-194,-148,150,355,863,-1049,-1402,2303,235,-2315,
-331,2419,-595,-2031,1594,808,-1491,152,1328,-536,-1392,1153,885,-1461,123,
24,238,-98,-273,203,253,-195,431,57,-1790,1550,665,-1655,-475,1644,
-173,-1506,1191,481,-1373,528,777,-697,-793,1177,551,-1400,191,1089,-578,
-224,175,222,-165,-245,115,369,20,762,-1437,-161,1452,-585,-1690,897,
1386,-1605,-238,1876,-867,-1083,1359,349,-1251,93,1116,-472,-888,915,115,
-227,14,134,-225,-157,140,217,-32,597,-761,-1188,2405,57,-1930,-289,
1613,-219,-1610,767,909,-830,-327,1015,-166,-1039,357,951,-637,-660,744,
-79,-136,6,192,-231,-114,472,708,-1112,-850,1450,564,-1438,-742,1435,
-73,51,-108,68,-9,93,108,-113,947,-232,-1811,1384,928,-1778,-1105,
2304,-39,-1980,1376,909,-1443,210,1281,-631,-924,617,961,-1232,-249,944,
-392,112,237,-93,-14,-21,734,247,-1148,-43,1138,187,-1633,-870,1596,
688,-1565,-217,1249,179,-1054,81,1095,-120,-1199,114,1234,-415,-871,188,
403,-115,-261,105,201,-228,-213,323,616,101,-1464,492,1468,-1310,-1195,
781,1293,-1505,-627,1893,-501,-1081,734,652,-799,-252,811,-104,-580,297,
-92,273,134,-199,-208,627,520,-1298,1,1040,257,-1341,-642,1355,372,
-1675,155,1080,-136,-907,341,965,-530,-726,441,723,-459,-560,293,319,
122,-87,-149,437,717,-1097,-71,703,135,-1321,57,1357,-892,-528,836,
49,83,127,308,3,-1070,1126,512,-1098,-487,1149,3,-1122,627,551,
654,284,-1162,363,854,-519,-977,443,681,-830,-185,549,-52,-354,423,
-21,-31,471,-30,-1156,1168,177,-508,-987,832,634,-1205,173,653,-248,
47,-162,-51,213,11,-240,176,232,166,421,-2144,1115,1958,-1122,-2121,
1477,1359,-2177,-38,1685,-744,-1080,1214,541,-1439,62,1306,-423,-910,631,
145,-174,-113,-67,166,518,425,-1408,420,620,-650,-1055,668,966,-1305,
81,465,-96,-856,673,212,-714,-700,1122,25,-1315,851,423,-695,75,
36,83,-110,-100,-29,186,-158,-69,376,898,-1462,-825,2221,-225,-2229,
352,2130,-1068,-1451,1322,337,-1127,505,780,-739,-612,1088,134,-1165,617,
156,-110,-5,-158,138,-10,-1,-51,466,387,-1813,1204,1283,-1592,-1036,
1295,653,-1634,372,1010,-638,-468,927,-29,-672,220,788,-855,-307,717,
240,49,-254,-14,302,-96,-283,342,745,-1417,749,792,-1077,-1045,1150,
661,-1895,935,1036,-1263,75,1097,-502,-759,1092,390,-1105,40,762,-420,
264,246,-116,-322,147,363,-112,97,240,-1264,826,1234,-1869,-791,1894,
-103,-2069,1246,1300,-1848,163,1835,-856,-1122,1179,708,-1377,-104,1044,-395,
224,-1082,656,473,-701,-457,605,238,-1042,544,481,-632,-249,807,-191,
228,598,-13,-911,408,514,-536,-920,525,769,-960,-224,1165,-173,-587,
137,-319,-15,69,-120,-46,154,223,217,-314,-1239,1113,1889,-2018,-1573,
1778,586,-1726,224,1415,-698,-892,1055,530,-1196,-68,804,101,-807,194,
99,-29,-50,-133,297,-65,-217,446,1169,-1434,-773,1263,253,-1586,-553,
1991,-535,-1363,1394,157,-646,260,389,-357,-408,492,-162,-262,318,117,
91,-39,-88,64,179,-173,-216,225,755,441,-1853,455,1631,-444,-2227,
1076,1648,-1694,-719,1658,-41,-1629,957,751,-1252,4,1122,-368,-671,563,
-107,294,-61,-246,19,101,-65,-20,927,-571,-1326,1582,851,-1645,-582,
1594,-465,-1117,829,406,-887,293,760,-630,-515,832,400,-539,-241,353,
-2,279,-177,-224,164,266,-152,146,516,-1280,512,1218,-1133,-1186,1536,
433,-1612,353,1164,-1116,-568,1357,-237,-1014,555,1073,-752,-575,633,312,
629,-813,-140,420,409,-1159,-189,1221,-489,-708,775,310,-590,51,567,
238,-124,-391,221,437,69,114,-1039,524,692,-1329,-346,1253,64,-1648,
1007,1082,-1542,187,1387,-724,-778,922,414,-969,-61,720,10,-712,388,
102,275,-311,-242,198,286,-165,209,962,-1367,-360,1066,-620,-1226,1229,
773,-1751,793,1010,-1381,-451,1609,-329,-1198,772,863,-701,-577,737,130,
42,48,-191,74,198,-80,810,-700,-757,1101,-1008,-700,785,1260,-1765,
439,1413,-1332,-431,1508,-276,-1295,539,916,-813,-475,883,-18,-535,253,
8,259,-198,-251,230,109,-222,180,486,286,-1705,735,1544,-1014,-1713,
1317,1125,-1824,83,1203,-365,-818,1016,-66,-915,731,402,-799,26,374,
19,1,65,-2,-92,198,878,-158,-1412,645,1032,-613,-1525,252,1698,
-561,-1491,950,723,-691,-433,652,534,-821,-230,738,94,-589,-28,538,
-22,99,-70,-24,108,422,695,-1444,-317,1212,315,-692,-1323,640,1489,
-33,237,-81,-162,136,219,762,-1379,433,955,-792,-868,591,965,-1410,
1074,-634,-584,876,365,-1099,45,960,-358,-738,527,314,-462,48,460,
