485,-1119,449,532,0,-1085,5,1162,-869,-556,722,179,-565,101,630,
-153,-9,139,92,-157,-95,30,272,403,29,-1687,1667,1001,-1954,-900,
2044,-26,-2135,1273,1133,-1609,228,1386,-751,-1027,1139,458,-1058,138,712,
-255,296,-149,-167,492,472,-1502,549,781,44,-1169,-51,1246,-674,-708,
19,110,-177,98,50,-162,37,799,-177,-1525,1111,832,-1464,-576,1464,
362,-1494,439,716,-870,-20,833,-532,-525,916,321,-773,158,470,-415,
25,77,243,-216,2,45,414,284,-1830,785,1215,-598,-1309,604,1094,
-117,-254,132,203,-25,82,125,437,-343,-869,570,1354,-2198,-951,2282,
524,-2188,865,1406,-1446,-818,1540,-286,-986,579,952,-895,-216,938,-303,
-180,176,246,-115,604,-477,-821,1171,22,-1364,223,1247,-820,-536,1003,
-227,-234,182,47,119,55,128,288,-1173,489,1354,-838,-1414,951,908,
-1285,84,1057,-737,-687,866,150,-956,289,809,-394,-614,674,222,-568,
39,179,-54,402,744,-1695,459,209,202,-1078,-169,1504,-1107,-260,875,
-106,183,11,-236,75,347,-190,177,895,-1662,451,1080,-493,-1838,1209,
1277,-2100,370,1703,-1347,-674,1539,-63,-1425,675,910,-920,-217,602,117,
-101,-16,58,38,2,420,604,-1400,336,842,-901,-1076,568,1297,-1361,
49,-280,289,80,-85,332,275,-1588,916,638,-425,-1188,748,869,-1340,
-82,277,71,249,706,-1205,90,772,-377,-1056,324,1004,-945,-376,968,
49,5,-116,100,-73,23,120,119,831,-1482,-382,2272,-538,-1933,469,
1515,-1472,-475,1478,-330,-1275,1257,604,-1481,-189,1474,-306,-981,568,511,
149,245,-329,-168,91,164,-167,-88,341,848,-442,-1561,1651,472,-2020,
-139,1923,-744,-1436,1791,269,-1380,670,738,-915,-141,779,-39,-834,212,
-31,73,-95,-163,186,56,-318,133,482,637,-1734,340,1586,-1202,-1587,
1315,1261,-2211,246,1865,-1384,-723,1610,-85,-1365,877,534,-908,74,512,
-145,-23,301,-221,-262,335,259,682,-1387,-101,1522,-301,-1499,50,1713,
-1054,-966,1306,58,-919,518,703,-893,-347,979,-89,-677,376,427,-561,
261,-70,-211,89,149,-195,73,70,-57,394,1131,-2482,422,2072,-990,
-2219,744,2397,-1903,-889,2062,-376,-1224,922,779,-1226,-302,1373,-509,-1000,
138,-201,-193,141,292,-63,634,-667,-729,1572,-380,-1328,358,1402,-1288,
-609,1522,-381,-946,955,351,-1001,-108,1090,-498,-718,738,247,-456,-19,
1,54,-43,-177,511,752,-791,-1142,880,-13,-761,-163,1459,-577,-967,
-112,-88,114,-30,-22,-45,251,452,-313,-1136,1449,514,-1855,-327,1760,
-534,-1623,1305,701,-1485,343,1080,-678,-583,918,203,-988,109,250,-212,
183,-196,27,-106,93,269,1068,-691,-1231,805,214,-1246,44,1682,-1176,
-895,1726,-496,-1066,900,897,-1016,-323,989,188,-1175,372,492,-558,31,
-224,-187,76,264,4,-189,-93,1239,-51,-2051,711,940,-767,-1097,611,
1804,-1199,-1293,1506,515,-1249,-355,1465,-2,-1114,143,794,51,-594,-159,
-63,31,291,-155,-348,124,407,-174,-124,519,143,-2021,868,2452,-2317,
-1982,2754,720,-2798,840,1993,-1875,-451,1920,-615,-1480,984,1018,-1121,-477,
