518,-550,875,-1003,75,1540,-1194,2097,-2260,-1598,3185,-206,-2049,-1318,2691,
-597,940,-485,-800,1753,-1489,659,1962,-3574,902,1559,-38,-2351,-792,4174,
-117,-1215,1800,-918,-85,1601,-61,-1568,-1003,2334,48,-4056,1888,2992,-3066,
328,727,-1173,1114,683,-2391,596,1323,276,-3044,517,3545,-3433,-549,2801,
224,-1217,1687,-1268,433,1415,-771,-649,-1139,2676,-618,-3796,2817,1411,-2252,
-312,312,-518,999,-1225,795,301,-1001,1486,393,-1739,-1399,2927,2329,-6566,
318,5107,-1903,-3017,2123,2406,-2641,-723,2767,-1201,-1467,1569,165,-741,30,
-939,1144,-658,1053,1178,-2861,712,377,-519,-897,-752,3578,-1939,-1759,3470,
1809,-1199,67,1087,-1530,988,-549,1697,-1544,-993,3367,-1573,-1447,-915,2735,
982,-1092,696,-273,-282,1762,-974,-962,-443,1715,525,-4710,3014,2075,-3042,
-435,-122,966,-1146,663,279,1160,-2002,-1327,3243,-621,-3660,2296,2034,-2292,
1600,-1469,1136,886,-2641,470,1291,-730,-1547,732,2096,-2373,-368,2534,-1396,
-470,-312,1001,-1587,1051,-341,-235,1078,-1271,3080,-3117,-1104,3236,852,-3317,
-2237,5335,-936,-4325,3392,811,-1222,-1139,1803,629,-2478,988,1275,-1223,-187,
192,-332,895,-2230,2733,-1123,-882,1142,-1058,1648,-393,2291,-3024,-1220,2158,
1588,-1529,1716,-1092,-549,963,-1450,2262,-399,-441,-1514,1571,1434,-3857,653,
-907,1862,-1238,997,857,-2472,1122,-31,554,-2448,638,2921,-3682,879,2327,
-1922,2002,-817,-576,1104,-1408,1245,333,-64,-1542,190,3232,-4249,-360,2700,
-12,-795,1997,-1450,1436,-653,-1477,1750,-444,-312,-2230,2221,1555,-3726,1621,
788,-950,918,-684,328,281,-1095,1689,-273,83,-2784,1621,3938,-4970,-1287,
3831,97,-3141,-65,3409,-1521,-2070,2821,-172,-1931,1075,592,-516,-533,442,
-836,1303,-879,-594,1031,-824,858,437,739,-1778,-1526,3968,-1423,-3575,1894,
-1,628,-932,831,-83,-576,1799,92,-2789,26,3423,-880,-5055,2809,3499,
204,788,-1242,1972,439,-2024,80,489,1433,-3191,-344,3648,-2003,-1321,1768,
-912,1106,-775,-123,1333,-1751,1512,617,-923,-1248,244,3165,-4438,-76,3443,
-938,-350,1461,-959,858,2062,-3731,-293,2135,-13,-1525,-1590,1454,2469,-2533,
606,808,-1651,1598,-1100,6,1276,-724,1467,-2868,899,2178,-3222,-692,2241,
-706,955,-164,-953,1330,-1121,669,1268,-566,-1805,108,2933,-2476,-3179,3657,
1436,-3822,568,3041,-1317,-2130,1742,1262,-2236,17,2028,-1157,-827,1242,-229,
438,1134,-708,348,-1981,1780,770,-3907,1516,2050,-1706,-741,1493,1031,-2395,
54,-333,882,-840,24,940,-1071,2381,-1122,-3101,2868,835,-1817,-2268,2463,
2419,-4619,1003,3504,-2671,-524,1473,-13,-946,-3,1401,-949,-883,1436,-105,
-39,-279,-287,1102,-1108,913,1659,-1778,-1294,625,2178,-2146,-3014,4135,473,
25,-716,1965,-526,-925,177,180,384,-3307,2090,2913,-3920,875,2192,-1286,
819,-800,415,603,-852,2496,-1856,-1787,2199,483,-2003,-2091,3433,481,-4146,
-475,1080,-1295,255,1115,-361,1348,-2971,284,3126,-2068,-2149,733,3031,-1821,
-403,1114,-1392,583,463,-1109,1422,-1322,378,697,-353,2886,-5252,815,4408,
-3449,-2796,2430,3017,-3921,-839,4692,-2493,-1749,2499,-311,-791,-95,660,328,
-1117,779,-740,505,1474,-691,-1089,-284,1990,-44,-3939,1702,2754,-2693,-1134,
-606,573,-986,1043,-509,-731,1618,-1390,1010,2574,-4477,350,2690,-601,-4037,
1973,2935,-3701,-403,3697,-1382,-1515,1750,230,-822,-514,976,388,-1397,481,
-1595,830,306,-669,400,-851,801,286,-468,3264,-3391,-1638,3393,-564,-2817,
-595,1132,-696,101,551,-696,2400,-1257,-2865,2410,992,-1667,-2303,1541,3194,
-4257,129,4078,-2611,-1079,1684,129,-861,-667,1851,-799,-1459,1975,-269,-710,
-216,279,202,-1227,1584,-1258,1304,1140,-1498,-433,-837,1925,-2506,-1808,4924,
339,-526,997,-616,-180,1013,-822,2751,-2648,-2069,3836,372,-3865,80,2942,
333,-4200,2209,2941,-3683,-89,2609,-1137,-998,534,1123,-695,-1213,1924,-197,
-125,-374,1116,-471,1351,-2094,-616,3055,-2174,-1947,1440,1629,-1056,-2148,3597,
-466,998,-1163,659,218,-831,1455,565,-1636,-1137,2143,1735,-5156,802,4121,
831,-2030,1751,-252,-577,2087,-924,-1166,-300,1785,-716,-3170,2504,1471,-2613,
-369,1196,-1513,778,498,-1199,2378,-903,-2453,1797,1291,-1505,-2084,2163,1344,
932,-1541,715,709,-1099,2467,-1335,-1583,1376,562,-1067,-2133,2622,708,-3139,
-110,-93,791,-1586,1489,-28,-204,1986,-4038,1434,2873,-2873,-1334,1272,1550,
185,-1237,1846,-705,1032,110,-3299,2597,722,-2487,-537,1623,1175,-2810,598,
-1102,1484,-812,2055,-769,-3034,2611,727,-3149,658,1108,349,-1748,437,2272,
-1440,1007,-310,693,849,-3693,2534,1078,-3217,724,1204,246,-1690,189,2452,
-702,-481,440,-1084,1597,-1070,1349,1758,-2681,-1290,139,1821,-2130,-1449,4584,
-841,1193,-457,-129,223,-443,1138,-226,1669,-2165,-1811,3690,-829,-5031,2766,
3046,-3260,-1236,3485,75,-2973,1275,1730,-1370,-987,1328,382,-1439,390,697,
-205,-505,1049,-755,1213,993,-2833,521,1741,-485,-2823,211,3898,-2517,-2137,
548,-1095,646,385,-923,1187,-992,405,588,-585,2567,-4355,603,3766,-2395,
-2770,1316,2799,-2637,-1443,3983,-1265,-2158,2289,-51,-873,38,651,149,-832,
491,-876,2237,-2411,-84,2106,-2284,-622,451,1522,-1093,-1463,3023,-1547,-856,
-798,205,767,-1263,1413,-1218,337,2209,-1837,-1168,804,1917,-2176,-2562,3659,
-698,1468,-1640,1044,485,368,1444,-3913,1164,1720,-2568,-831,1680,1051,-2312,
-834,850,-130,-565,1270,-1363,988,1217,-1065,-1694,13,3724,-1852,-4442,3643,
2423,-3713,-768,3362,-303,-2646,1478,1730,-2212,-202,2097,-1027,-625,767,-17,
409,-925,964,-406,-395,1146,-1126,2499,-2032,-2492,3702,383,-3018,-504,2087,
440,-1025,356,920,-1508,2028,347,-2086,463,529,1136,-3231,-245,4240,-3090,
295,-1250,1771,-694,-293,1813,-1088,-1632,583,2159,-1641,-3140,4085,393,-3914,
1408,-1305,1207,-669,2210,-67,-3123,2196,-899,-1172,-480,1529,1168,-2714,2070,
822,-341,-154,666,-761,1445,426,-3477,1325,2137,-1094,-2698,1083,3421,-3657,
-804,1718,-1268,707,1441,-2263,-40,700,392,-2264,-482,3781,-2629,-1280,3535,
-1014,1250,-827,924,-588,-96,995,-981,2498,-2199,-1806,3496,530,-3093,-1192,
2102,2643,-3733,-1732,4240,379,-3325,887,1702,-726,-960,148,724,581,-1187,
1182,-818,2031,909,-3561,-677,1218,-424,-445,-1148,1925,1301,-3155,491,3457,
-276,1148,-1026,1313,24,-2678,1581,1273,-1385,-1857,1188,2129,-3332,621,2827,
-970,-234,1259,-1191,2058,-997,-1547,2112,-507,-490,-1999,1757,1528,-3246,1359,
-892,705,-297,-172,753,-1581,1628,-523,-74,3636,-4595,-859,3215,508,-3936,
-331,4466,-1861,-3195,3111,957,-2282,252,1459,-498,-1283,475,1424,-1232,-666,
323,293,-467,760,-1355,922,534,-429,2271,-3498,-374,3815,-2662,-2041,1470,
-639,131,974,-1264,869,-109,-961,1697,-1282,1654,683,-4288,2193,2512,-2607,
-2287,2351,2234,-4159,1205,3340,-2649,-882,2129,-234,-946,-120,1167,47,-1679,
230,-1021,1283,-197,-676,2276,-897,-1645,603,1151,-218,-3096,1705,2595,-3525,
-566,-686,-584,2516,-686,-3530,2825,1062,-1919,-573,1400,435,-2115,909,1490,
-1400,799,-934,391,587,-1267,2278,-555,-1047,-204,536,1859,-4841,1323,3657,
-935,1417,-1025,310,410,-907,2318,-593,-2601,977,822,783,-3868,2164,3114,
-4136,-669,3478,-483,-2481,1277,1951,-1774,-1063,2269,94,-1936,472,1394,-873,
796,222,739,-568,-2081,2906,139,-3671,709,2375,-620,-1843,919,2133,-1951,
-129,877,-1205,768,-33,-699,1703,289,-514,-2263,1759,2793,-5600,356,4781,
-2354,-2587,2630,1309,-2449,-222,2782,-1096,-1723,1575,339,-1285,218,611,-168,
481,-1010,1113,-660,298,1349,-2565,333,1114,921,-2829,-914,4172,-2072,-2339,
1409,-1409,1100,587,-172,-444,-1619,2781,-1693,-2593,2820,424,-1481,-323,2192,
-131,673,-1991,-105,3087,-1787,-2804,2552,576,-1962,-147,1835,38,-2046,1486,
