-773,1746,-2173,1024,1060,-2085,2101,-2173,1455,713,-2451,2074,-445,-902,1056,-491,-63,887,-2089,1407,938,-2328,2442,-1660,418
-2657,2112,-1919,1934,-1069,-295,825,-1163,910,-177,-236,865,-1999,2867,-2458,1947,-1536,590,276,-1121,1813,-1343,155,531,-704
1766,-2085,2837,-2253,819,377,-1067,1132,-654,225,60,-1014,2580,-2910,2367,-1651,902,-555,83,1032,-1639,932,-76,22,311
-1944,2686,-2568,1990,-1034,-336,919,-776,662,-662,126,1029,-1990,2522,-2583,2214,-1667,679,216,-981,873,-526,728,-416,-353
-2127,1979,-2386,2925,-1998,125,845,-1165,1006,-503,178,340,-1619,2403,-2075,1378,-829,87,272,-942,2363,-2407,1266,-479,248
-2112,1571,-1231,1377,-717,-580,1128,-1352,894,266,-855,1199,-2345,3464,-2673,1294,-408,-342,648,-767,1031,-672,-541,1298,-1300
-1959,2606,-1909,700,314,-1228,1337,-849,551,-110,-1079,2354,-2648,2459,-2178,1711,-1211,105,971,-1377,694,11,-268,840,-1526
-1092,2311,-2606,1850,-535,-651,1099,-923,948,-1019,276,1237,-1947,2416,-2570,2122,-1816,1432,-534,-529,655,-540,479,106,-659
2643,-2688,2011,-1770,1601,-669,-612,1082,-897,371,337,-654,1202,-2376,2787,-1799,485,367,-1132,1435,-1524,1954,-1405,74,484
-2028,3481,-3037,1620,-476,-427,700,-640,756,-330,-897,1881,-1960,2250,-2193,1704,-1328,517,699,-1281,1172,-920,884,-446,-328
-1078,1860,-1536,400,603,-1496,1762,-1326,888,-612,-690,2382,-2833,2605,-1853,985,-664,193,526,-1002,526,125,-621,1158,-1575
1557,-1842,1246,-101,-953,1378,-1193,1034,-1383,723,1038,-2392,2919,-2446,1526,-1122,978,-306,-743,865,-221,-121,545,-969,1407
-2704,1905,-1411,1419,-1085,12,873,-1401,1048,81,-898,1132,-1738,2986,-3198,2029,-735,-346,813,-842,1196,-1021,-30,1027,-1194
-1814,1954,-2143,2357,-1540,359,529,-1257,1237,-655,55,601,-1642,2665,-2733,2300,-1850,1265,-625,-557,1523,-1579,638,204,-404
1232,-1659,2783,-2779,1538,-145,-1062,1339,-773,581,-569,-449,2091,-2748,2867,-2241,1236,-899,543,438,-1320,1068,-499,210,297
2596,-2698,1999,-1077,-136,775,-870,728,-668,146,1049,-1870,2302,-2498,2257,-1701,732,273,-1143,883,-568,865,-672,-317,1167
-2871,2001,-1483,1508,-1080,215,660,-1258,1151,-252,-543,960,-1747,2985,-2990,2111,-1117,-139,783,-900,1304,-1147,139,721,-851
-1671,1933,-2282,2614,-1901,651,439,-1302,1265,-603,-41,452,-1338,2626,-2920,2236,-1548,896,-338,-716,1905,-1908,821,204,-358
1451,-1884,3036,-2916,1525,-132,-1047,1149,-602,395,-141,-829,2150,-2474,2589,-2088,1109,-622,-23,1083,-1568,1227,-678,407,74
1984,-2132,2097,-2274,1629,-170,-1274,1512,-1157,1469,-1299,378,612,-1589,1875,-1205,417,-177,-619,2180,-2761,2734,-2250,1148,-426
-1170,2146,-1950,1072,5,-1091,1576,-1336,1012,-946,58,1663,-2712,2914,-2317,1666,-1397,853,147,-1327,1161,-347,-171,567,-1013
-2397,3145,-2429,928,-553,345,322,1077,-656,-209,1111,-1346,1662,-2388,2969,-2694,1404,-397,-294,545,-734,1269,-1062,-408,1427
989,-1726,2017,-1714,387,1944,-3005,2044,-846,-330,1912,-2124,735,564,-1256,816,454,-1210,1519,-1624,61,2178,-2786,2278,-985
1222,-850,130,693,-2063,2583,-881,-1535,2596,-2246,1390,-484,-691,2248,-2124,114,965,-533,288,199,-983,1285,-1307,590,1305
-2305,2264,-2319,2606,-2260,1249,-62,-1185,1323,-595,103,293,-1053,1933,-2280,2214,-1663,793,-51,-883,1927,-2004,1465,-817,500
1898,-1892,2194,-1603,83,832,-1413,1557,-917,192,316,-886,2522,-2818,2577,-2059,1193,-726,179,694,-1375,796,74,-635,1280
-1628,1904,-2456,2067,-477,-886,1113,-1242,2007,-2219,1630,-209,-1192,1592,-990,500,-595,32,1674,-2840,3087,-2508,1568,-1059,367
