-979,1719,454,109,-3657,1416,3300,-4166,-756,4167,-1202,-2812,1322,3290,-3370,609,-122,1646,-2571,1519,613,-819,-38,-181,1932,-1754,233
-550,1427,899,-402,-2848,1194,3859,-4741,-879,2071,2272,-4670,2332,1455,-1114,-2040,2454,528,-2241,516,1300,-148,-1205,373,1696,-2180,386
1103,-1628,2051,-611,2944,-4729,1144,923,806,-4004,1636,2600,-2517,-904,2821,-462,-1513,-56,2440,-2614,1338,-1198,2536,-3062,2891,-1108,-351
188,-162,-204,1177,-1296,2250,-583,-3147,633,6049,-5716,-3669,6357,-1213,-2120,-551,4074,-2917,-1222,3199,-1104,-692,-1026,2744,-1007,-1160,515
547,132,339,3296,-3796,-2395,3822,-1373,-2167,1033,2943,-3090,925,865,638,-3270,3170,-635,478,-984,1241,-603,-788,1031,296,-1118,744
118,-3809,2960,53,521,-3598,-309,4670,-1875,-2574,833,2901,-880,-1942,-11,2306,-681,-1441,1592,-811,1361,-2063,75,3191,-2416,834,-1026
-1004,-3,1519,-2574,2364,-1703,970,1585,1132,-3249,-3165,4458,3332,-7437,-1313,5759,1168,-3914,-2207,4826,685,-3596,835,729,1334,-2358,-908
64,69,203,1501,1266,-2397,-3181,5011,-1917,-1940,-997,4838,-2596,-1415,2682,-186,-1599,262,1289,-516,-1809,2829,-1321,-242,209,34,985
649,-1265,901,421,-704,602,-514,4036,-6413,1285,4405,-3066,-4855,4833,2761,-5388,-172,4878,-1872,-2018,736,3147,-3814,1556,81,1209,-2265
264,52,231,-729,173,3249,-3215,-1329,1209,4427,-7375,1886,2776,-992,-3152,2020,2748,-3238,-369,2554,-959,-361,-1137,3657,-2544,416,-1115
-2417,2876,-335,1158,-2677,-280,3123,-2931,-1092,1052,3244,-4118,443,2794,-662,-2538,1096,2106,-2381,726,-10,1266,-1825,867,1078,-1495,-151
-7,-715,648,-562,1290,1900,-2964,-2892,4869,409,-6219,2931,3041,-3040,-2074,4168,216,-3709,1811,1427,-746,-936,-92,3046,-2701,669,-742
1379,-2526,2273,-879,2763,-2695,-1017,2504,-783,-2230,-665,4385,-2993,-1708,2826,456,-1616,-920,3023,-2029,530,-260,1436,-1559,409,798,-489
-620,652,-801,1166,18,1534,-4189,644,4604,-3647,-3366,4154,816,-3428,819,2277,-1113,-1421,1749,714,-2398,729,1561,-709,-362,-1164,3206
-1576,1904,-1090,66,320,-750,3644,-2360,-2204,-514,7385,-7835,1,3142,1237,-4562,1339,3518,-2692,-1155,2222,190,-889,-1265,2408,-1155,-425
465,1940,-1604,-2575,2545,1609,-4370,-25,3144,36,-3940,3729,170,-711,-2140,2587,-214,-1548,1136,270,-56,-803,1339,39,-1573,1442,-591
207,-174,365,216,2706,-2296,-3798,4409,1778,-6357,76,7095,-4532,-1524,2323,1906,-3834,979,2306,-1598,-1132,1739,-389,306,-1735,2471,-1364
-264,118,373,-973,886,-422,3370,-2795,-4080,4916,3516,-7772,-1056,7887,-3204,-3696,2784,2835,-4251,-316,3991,-1911,-1450,831,1896,-822,-2028
2427,-1422,3369,-3836,128,670,962,-3324,422,3092,-1497,-2167,2315,359,-908,-1688,3271,-1871,896,-1601,2504,-1014,-366,747,-678,1085,-1047
-1468,2537,-1280,2001,-3672,3178,-1734,1405,-1895,845,2591,-791,-4753,1710,4732,-6704,54,4691,-835,-3526,1121,4006,-4165,956,555,798,-2314
507,-698,377,-1222,3084,849,-2044,-3483,3247,1944,-4943,1516,3079,-1719,-2388,3768,-733,-833,-285,1422,-210,-2114,2569,-793,318,-1570,1482
-199,532,-796,1099,-1976,2823,-2170,4373,-3457,-1887,804,4059,-6034,-247,4180,-779,-2649,1280,2472,-1983,-1722,4117,-2252,560,-2105,3196,-764
-986,-2387,3398,-1397,-865,-1896,4856,-3176,-519,896,1369,-1897,-109,1564,-464,-778,885,-733,1483,-1767,1737,-1601,665,499,-385,77,-613
2582,-425,-1720,-928,4503,-5007,-307,2276,920,-2223,-889,4085,-2680,-561,1874,-299,-231,-1819,3594,-1873,275,-1093,1659,-201,-1233,659,249
1814,-430,-773,-1966,4077,-3991,-647,1021,2538,-3132,-337,2935,-1019,-852,317,727,-458,-676,1090,-521,735,-1341,1246,250,-1308,1423,-1392
482,-667,1450,-2339,2066,-719,3389,-3753,-1437,2575,2538,-6243,681,4477,-1915,-2487,2454,1049,-1495,-1752,3650,-1827,-86,-414,453,950,-2332
1499,1098,-2850,-1016,2696,-857,-2675,1515,1819,-1136,-3045,5192,-1913,-519,-786,1458,-518,-474,659,249,-717,421,-43,1060,-1787,1477,-1476
1215,-923,829,-284,-1148,1771,-1361,4657,-4638,-727,714,5070,-7456,798,3469,-577,-2897,1213,2843,-2304,-1044,2700,-1391,587,-1941,2510,-94
-962,1002,-144,-1140,1607,-1027,4193,-6269,1981,1873,-209,-5142,3093,2945,-3685,-1158,3510,-258,-1954,65,2742,-2556,616,-311,2332,-3289,826
-41,-228,750,1894,-1829,-3278,4078,863,-5291,1704,2663,-692,-3057,3355,520,-2769,865,1664,-611,-1577,537,2109,-1675,406,-911,2541,-2639
248,-206,371,878,1541,-1466,-4330,4668,1436,-4296,-2231,6156,-2313,-2249,1220,2726,-2648,-825,2396,173,-1853,807,380,1253,-3341,2083,454
-1745,2902,-2633,2246,-2829,2568,-1179,230,-658,191,3554,-4253,-1151,3974,-780,-4305,2437,2468,-2081,-1879,2338,1231,-2832,1270,481,24,-1117
-1060,647,-1414,1919,-238,2338,-4957,1910,1746,-1918,-3129,3626,1683,-3613,-440,2576,901,-3383,1505,756,-302,-1040,671,1336,-1333,154,336
-1158,1417,-1082,1992,-3064,2670,-1635,2084,-2736,1544,2587,-1804,-4347,1700,6898,-8572,-328,4929,1396,-6859,2845,3554,-2390,-1947,2440,589,-1708
411,837,2231,-2759,-2549,2614,1102,-4071,475,3422,-1389,-1553,1406,2356,-3537,1742,-190,620,-1437,273,1911,-1751,932,-612,983,-656,105
-2452,1231,-1418,1785,-1147,914,-1042,1822,2344,-4334,-1634,3745,959,-3572,-2661,4419,1030,-3320,94,949,3159,-3708,36,1949,-64,-583,-877
302,-104,458,1791,-2978,-489,2726,1319,-6869,3603,1844,-913,-4007,4836,-74,-1531,-694,1712,-63,-1188,80,1400,-666,-1003,-279,2779,-1603
327,-2424,-583,3200,-2049,-2932,1291,3148,-462,-3717,742,3649,-1149,-1462,-1169,2952,-1474,672,-852,410,1193,-1959,1308,79,141,-56,-922
1465,-619,457,-1267,796,1740,473,-4399,-22,4090,1956,-8309,1486,3867,1695,-4717,-1593,5449,-985,-1636,-666,1283,918,-957,-1123,1018,1341
-988,2751,-2544,1766,-2748,3360,-1852,454,-389,2346,-897,-4279,3120,3655,-5490,-2079,5809,-1372,-2738,-1,4067,-3120,-505,1857,-98,-680,-648
1420,-1867,1300,-485,2887,-1929,-3236,2850,1002,-3170,-772,4212,-1762,-545,-801,3198,-3179,1211,427,136,-1125,557,854,-189,-1249,1428,-1248
-1464,1436,-947,2101,-3038,2605,-2277,2212,-1953,1488,-1315,2694,-596,-4432,2423,3993,-4729,-2605,4767,-318,-2287,-61,2843,-1791,-1211,1933,-184
-11,2262,-736,-3316,1402,3229,-3991,-872,1600,1796,-3647,1961,863,-243,-1634,1761,254,-728,-584,1463,-210,-827,-692,2051,-1294,733,-1642
-1732,1831,-2129,2566,-806,2412,-4501,1382,865,-1469,-1831,3218,401,-2760,375,2384,-786,-1564,913,650,-1112,1002,-801,1410,-2133,2268,-1051
828,-896,464,296,2619,-2149,-3074,2699,2816,-5398,-778,5063,-1576,-3150,2308,1529,-2109,-675,2170,-358,-1344,407,904,815,-2863,1405,532
1724,63,-3034,-6,3312,-3578,-1617,2607,2195,-3589,261,2046,235,-2871,2369,-643,1097,-2826,2516,-107,-511,-700,906,748,-1023,343,183
-1718,1595,-1753,173,527,-57,1824,-1280,-2372,60,6387,-6317,-812,765,4289,-5001,394,2861,-353,-2089,1037,1319,-732,-1648,2125,-386,572
-627,2025,-778,-868,-410,662,1653,477,-4569,347,6520,-5072,-2301,2836,1447,-3395,771,2409,-1215,-1580,1371,977,-1254,23,172,1486,-1524
1087,-2318,2604,-2211,1387,-2237,2506,316,1421,-4818,1610,2147,-2270,-2094,3086,912,-3979,1524,1968,-718,-1679,704,2042,-2166,941,-312,1236
-832,834,-618,32,2271,-489,-2863,-408,4505,-4113,-2544,4152,1251,-3577,-760,3984,-1271,-962,301,891,-336,-565,374,812,-488,-723,-315
-1939,647,47,862,-1465,454,2318,-1673,-3210,2886,5205,-8441,106,4022,1705,-6671,4194,1074,-795,-2311,2670,-32,-963,-501,1484,-247,-275
1473,-2033,1516,-878,3894,-2473,-1749,56,2483,-3820,42,2932,-107,-2531,1697,868,-727,-1266,2110,-1516,1374,-1959,2465,-1798,945,-151,-105
-643,914,-1914,3313,-3066,2010,-2104,1617,-1022,1358,1746,-3671,-2010,5937,1406,-8677,2961,3523,-625,-5160,4419,1009,-2467,-218,1440,1102,-1683
3213,-1684,-2821,989,1833,-2475,-1272,3378,100,-3110,1654,1588,-1048,-2114,2509,-699,581,-1778,2223,-1064,-39,749,-13,142,-1437,1417,-540
-19,591,-1379,2661,-3053,2662,-2689,2903,-2685,1676,-822,3699,-2919,-2901,2766,2765,-4830,-817,4552,-1625,-1607,-425,3975,-3248,-113,1222,76
-833,-574,1975,-155,510,-4219,4289,-878,-1715,-1929,4954,-1376,-2152,667,2658,-1726,-1175,675,1227,-1592,1541,-1491,2217,-2285,1962,-1392,1307
-365,-914,-420,1229,1134,1116,-5020,-6,5497,-4274,-1943,2232,2608,-3953,759,1347,731,-3437,2758,-449,668,-1610,1392,402,-495,-1121,1137
