2086,-1190,-2420,1260,209,868,-1154,210,1682,-2320,898,-462,276,644,-1683,
264,-467,675,-656,430,1923,-1940,-1709,192,1919,600,-2600,2323,-809,-616,
-1051,553,501,-1005,1009,-547,1149,1543,-2354,-963,-696,1746,-349,-1090,2559,
218,-729,1177,753,623,-3493,-1017,3014,-1202,-633,1394,77,-6,-1612,2240,
331,1246,-3469,489,1128,-1100,924,-1085,1572,-1349,-53,1231,-1324,1174,-870,
-1097,1676,725,-2703,296,224,1320,-1919,-16,2092,-1056,-793,-224,1877,-1857,
-232,-297,675,-666,331,220,166,2419,-3356,-1028,2230,-569,-714,-1164,2843,
-387,-18,344,-519,880,-643,1681,-114,-3921,2863,274,-985,-1649,1432,2736,
-308,875,-831,36,1075,-1287,518,192,-702,1291,-683,230,2935,-3235,-2635,
2414,36,1078,-483,-1763,2426,-748,-2268,2600,-310,-933,1032,-717,730,371,
-1028,288,976,-1277,797,-175,-190,2722,-2353,-1551,1491,237,-48,-2947,3132,
939,-1089,1082,-33,1329,-443,-3717,2405,-382,-319,15,677,739,-1938,1891,
394,-644,588,-770,580,430,-1079,1155,1484,-1344,-2016,770,2359,-2239,-1596,
1154,-794,456,1209,-1292,-337,-631,1668,-1555,-328,1836,-1183,926,-1616,2093,
455,-1107,1471,-1179,614,151,-764,2513,-1784,236,-1383,82,1521,-2851,3202,
-1073,1064,-774,373,165,-817,1529,-1633,1237,624,-583,1752,-4011,358,1318,
232,-153,-394,1004,-816,49,545,-1188,1658,-1495,1564,2107,-4735,462,437,
964,-590,-237,900,-1565,1617,-539,-317,1056,-1663,1834,-1162,786,2581,-4465,
669,-1181,1364,-1016,66,816,-1629,2126,-1370,407,764,-1480,1726,-1363,3570,
-1598,-5136,1102,2696,658,-4016,3275,1199,-2745,1170,-863,1804,-1307,-822,2289,
-685,1387,-1356,870,-10,-997,1333,-1298,757,242,-1178,2133,-1935,1943,1316,
-4149,16,820,1478,-1722,75,2489,-2253,842,-634,777,24,-1681,1769,-446,
-702,456,252,-1235,1563,-686,-166,1058,-1654,2022,-1147,-24,2937,-1887,-2621,
1587,-1069,-303,961,-1272,1310,-932,-111,1396,-1579,1222,1010,547,-2258,-2170,
-498,-267,1219,-696,1332,-2149,-558,1114,-699,738,-1475,2296,-815,-1331,2227,
-800,1664,-1389,650,-167,-674,1430,-1764,1207,-113,-814,1930,-1958,1833,-722,
1866,-458,-4703,1234,946,1005,-1396,539,1687,-2569,1874,-787,-207,967,-1649,
-831,913,-300,-802,1106,-778,392,272,-844,1664,-812,2225,-1667,-3027,2140,
915,-1008,868,87,-925,1235,-1288,2480,-525,-2797,894,-392,1505,-1822,877,
717,-4,-1001,1748,-1389,324,595,-1269,1486,-1554,1353,-394,-81,3549,-4345,
-1506,665,1975,-876,-1416,3616,-2819,779,-177,171,901,-2111,1727,-376,-751,
-914,1868,-1428,707,288,591,1101,-3202,363,-685,346,1150,-1261,1829,-1259,
603,-208,-612,1304,-1597,1000,401,-932,1335,-1461,1341,-462,1659,-175,-4271,
1847,-309,1523,-1334,218,2476,-3373,1534,209,-750,1244,-1916,2002,-551,-840,
237,-980,1828,-1260,292,371,-683,2845,-1737,-514,-1397,-760,1899,-1786,1489,
-399,641,-973,1810,204,-1114,-332,-918,1775,-2545,263,2253,-1574,1367,-855,
-623,880,-947,1279,-678,1111,-34,-2798,1996,-1061,517,501,-694,1823,-3129,
103,-481,788,-1138,1204,-316,-568,964,-1346,1450,-867,2033,450,-4171,1935,
-1242,820,-208,-906,3503,-2538,787,-305,80,755,-2075,2112,-905,-451,809,
488,-1452,1169,-80,-642,594,-678,1517,-1613,1054,2349,-2823,-67,-1557,1835,
-39,-2157,3520,-2356,974,-175,-863,923,-1051,1259,-1118,767,416,-1546,1387,
323,-613,513,-677,233,625,-963,1694,-1719,756,1996,-340,-1440,-3157,1788,
124,-318,988,-1408,1552,-11,-1069,1336,-1765,2601,61,-2847,777,-1466,1804,
526,-935,1064,-940,144,1208,-1654,1421,-726,-604,1550,-1647,2919,-533,-3401,
-862,859,-778,832,338,-1574,2401,-1697,341,1051,463,239,-4179,784,2006,
1248,-558,300,-43,-976,1520,-1162,-6,906,-1095,1432,-1523,2176,1083,-4876,
697,-833,585,91,-1101,1471,-1244,727,348,-1486,2870,-1744,1089,878,-3338,
-951,1391,-968,156,903,-1565,1635,-1117,35,955,-1542,2779,51,-2378,-996,
1311,-1290,1959,-174,-1657,-430,-1334,2398,-945,407,176,-232,1136,-2468,1862,
1353,-770,-709,1875,-1641,588,-197,-451,1735,-2169,1809,-137,1162,-54,-4568,
1886,68,1052,-1171,663,1884,-3114,2216,-770,31,519,-1818,2257,-841,-859,
-1007,1365,-955,-87,1344,-1525,1585,-1268,1190,1391,-2554,35,-764,1237,-1817,
-13,293,-702,1214,-1419,1292,2303,-3385,-321,245,-378,970,-2294,1874,2279,
-343,1046,-979,398,362,-1519,2175,1005,-2501,265,-460,719,631,-2965,1915,
2572,-3262,459,631,154,172,-1737,968,1569,-1884,623,471,-936,1012,-683,
-780,847,-357,-367,1248,-1348,1836,319,-2806,1427,-768,697,-844,-969,3028,
1185,-784,16,529,-874,1363,-1409,730,635,200,355,-3916,3515,302,-1675,
-1387,1781,1338,-3347,3319,-553,-667,-669,91,2163,-2884,1766,165,-684,320,
63,-357,1140,-1352,750,-50,2,1824,-2108,551,-860,1562,-1482,-2155,3739,
101,-290,631,-441,95,470,-1128,1242,-634,-167,881,-1492,4160,-2884,-3783,
4919,-844,-1259,-1746,1633,2923,-3616,1851,125,-696,146,-995,1898,-1235,164,
915,-1117,344,-68,-410,2171,48,-2393,-73,575,805,-3196,1135,1988,-1837,
-378,-223,1065,-468,1573,-2728,-575,2217,-1939,472,233,817,229,-2130,2223,
-813,1272,-1089,488,1547,-681,-788,-979,977,-18,-2908,2889,419,-1533,1143,
1171,-505,-503,1035,-1315,2155,820,-2459,241,-885,527,-510,-403,2355,-2075,
1480,-2716,-523,1399,-1379,-139,365,1566,-231,-1680,2382,-1353,-106,815,-1050,
-1342,851,240,536,-51,-2346,2103,-278,-1912,1180,-488,1704,-2071,599,2098,
-61,-475,767,-733,588,-321,-414,2606,-1523,-1699,1245,-151,624,-3429,2360,
-211,-364,973,-1098,599,439,-77,2844,-3944,-723,1764,-1845,593,-871,2009,
1919,387,-3687,898,-181,-233,294,-719,2801,-1691,-315,1227,-1141,716,-920,
30,776,-1371,1016,209,-317,2006,-3401,1259,983,-2157,447,190,1643,-1714,
1109,-608,-8,726,-1386,1181,-483,-507,1358,-1588,1902,-1387,2093,739,-4897,
-444,-556,1273,-1180,791,-454,497,2760,-3442,-684,23,1305,77,-2208,3831,
-304,1100,-1113,371,458,-713,1120,-1345,1540,-371,-778,1070,-377,2422,-4004,
-495,1635,-1278,1432,-1667,3178,-999,-1826,2289,-1876,797,-289,-574,1823,-1584,
-331,574,-1013,1333,-794,1717,361,-3785,1717,-1057,80,393,-510,2581,-2477,
370,-722,1273,-1366,1111,-138,-816,2160,-1086,-198,-2105,308,1673,-1783,1821,
-1088,45,2089,-703,765,-2467,-675,1935,-1990,1380,-106,637,-184,-1058,2079,
717,-396,-64,168,-277,1120,-1631,1411,133,-944,1521,-966,2818,-3011,-2488,
2492,-1006,1213,-937,912,563,-1752,1397,-974,843,-383,-703,1755,-1591,849,
-201,54,481,-1137,1044,-703,-92,1134,-1455,1381,-909,798,2218,-4275,1083,
3116,-2619,-99,1681,-1386,344,-595,1212,-324,-768,1227,-1374,690,575,-876,
-77,-513,1461,-1474,581,688,-1397,1592,-1585,1357,1468,-1940,364,-1869,744,
-114,1544,-93,206,-2509,832,336,-1428,671,367,1348,-2624,1975,546,-2264,
1245,-1349,1673,-138,615,-1974,-1485,1847,-728,75,-317,2005,-401,-1070,2142,
-552,1535,-1839,1328,-302,-838,1882,-220,897,-3161,-28,806,-1294,1813,-431,
1910,-1452,-3,-1780,460,817,-1286,2232,-1274,717,-261,-763,1703,-2012,1058,
116,-721,1637,-1551,1147,52,216,1569,-3521,1246,-534,185,-1427,291,4017,
-894,600,273,-1146,1203,-83,-1084,1251,-318,-536,1043,-164,2405,-590,-5455,
745,1582,217,1559,-1548,732,1732,-3066,746,1464,-1572,859,139,-1337,1461,
956,-325,-258,1097,-1488,1317,-253,318,2569,-4317,-359,-437,1123,1141,-1938,
947,-509,159,589,-1000,969,-589,-365,1003,-1320,1419,-375,2517,-1149,-4033,
1584,-397,636,-1050,1641,1961,-3485,1934,-341,-322,632,-1506,1686,-630,-834,
-1321,1351,-770,245,885,-1265,1447,-1542,1130,761,-320,-946,-1611,2040,-1982,
539,-1077,1450,-1481,876,228,-140,2897,-2322,-1497,-790,23,1449,-1840,3357,
-683,1246,-889,282,897,-351,1573,-3097,314,637,-1778,909,-616,2929,-1756,
850,-1088,913,-597,138,547,191,1847,-3991,386,1332,-1597,1485,-1340,2425,
-407,642,-737,1077,-832,111,881,-860,2832,-3014,-603,412,-805,1831,-2202,
-690,1172,-1141,1354,-459,1215,-759,-3487,2490,-114,-138,385,-680,2413,-2771,
-1136,844,-529,93,478,-939,1269,-1158,1040,-627,-262,1741,-1697,2804,-2410,
-1329,932,-1488,2561,-1724,1094,564,-1736,1765,-1465,966,-617,-365,1268,-1390,
-711,1008,-570,-124,838,-1397,1421,-1000,333,570,180,2629,-4821,-1084,2378,
-515,993,-2018,2674,-12,-2531,1713,-378,703,-1246,70,1929,-2219,466,984,
-220,-437,1606,-1375,612,437,-980,1689,-372,898,-2487,-1874,2585,-1035,824,
615,-800,445,588,-1051,1109,-966,396,453,-1254,1813,-962,2356,-722,-3699,
1822,-1362,444,141,442,1925,-2541,1676,-544,-276,894,-1978,1774,-395,-1252,
-897,1227,-132,-1006,1780,-1612,1099,-623,-572,2337,-453,14,-3173,98,2185,
617,-233,-577,1343,-1536,849,-20,-1030,1998,-1903,1095,460,713,693,-4144,
-455,-541,1142,-1553,1519,-225,-886,1800,-1782,1324,390,408,476,-3562,765,
