258,-248,-219,257,238,-364,-266,207,333,507,-533,-1289,1145,874,-762,-1042,842,500,-1394,713,588,-715,-174,568,-93
-21,130,-118,-160,156,193,-265,-46,536,870,-1905,73,1562,27,-1822,-36,1893,-1161,-462,725,384,-546,-105,435,-120
200,-53,-163,21,146,-68,54,663,-1130,-533,1183,413,-890,-595,1285,-343,-688,395,135,-79,-205,172,79,-140,136
-185,124,74,-100,-98,279,-76,-259,132,1123,-919,-1478,1431,860,-942,-1125,1490,342,-1424,599,696,-610,-254,613,115
-107,98,24,-160,-51,721,206,-1564,219,1333,-29,-1165,-99,1093,-848,-89,607,-200,-159,69,457,-424,-48,237,8
13,114,-173,127,-57,-107,54,192,389,466,-2002,581,1484,-630,-1207,183,1491,-1488,43,914,-283,-121,102,244,-371
-138,-3,166,-157,-56,-10,82,-7,-138,78,771,489,-2742,1149,1699,-476,-1866,310,2111,-1793,-219,737,116,-206,-119
3,431,-190,-306,115,283,-252,-117,555,495,-1699,385,1305,-271,-1252,260,1261,-1189,-207,837,35,-687,198,739,-462
-191,126,194,-176,-168,180,221,-274,-117,100,592,705,-2398,357,1967,-306,-1791,300,1823,-1512,-385,1267,-86,-585,169
-99,86,70,-239,-135,754,366,-1536,-41,1482,18,-1088,-189,1046,-941,-298,739,83,-371,109,606,-372,-122,246,112
196,72,-162,-35,32,183,21,514,169,-1641,555,1206,-268,-1634,724,1034,-1118,254,495,-365,-324,285,131,-324,167
51,-98,32,7,-33,-20,3,260,672,-1109,-987,1480,858,-1100,-1639,1653,186,-1127,588,405,-123,-484,618,51,-332
128,-149,-104,70,173,-215,4,159,96,490,381,-2447,1151,1593,-865,-1249,594,1254,-1731,448,1001,-785,-284,620,191
44,193,-176,-133,209,83,366,484,-1802,202,1290,-233,-1235,112,1241,-1118,129,367,-354,-34,97,16,-228,417,-200
-121,72,324,-165,-187,82,486,606,-1587,-202,1443,103,-1206,-256,1425,-513,-737,1044,-106,-484,-43,761,-472,-549,461
-82,61,198,-162,-90,152,191,659,-722,-1093,1189,714,-911,-691,1123,59,-1241,713,345,-608,-215,638,-198,-452,574
199,-46,-144,89,23,147,-30,-113,569,693,-1607,-368,1646,-120,-1728,247,1730,-917,-760,728,506,-723,-175,552,-22
143,245,-174,-174,147,67,257,652,-1606,-81,1527,-47,-1161,217,1268,-1320,105,692,-427,-362,761,109,-759,122,475
-215,117,53,-45,-132,30,192,-139,485,493,-1991,518,1404,-377,-1418,285,1370,-1094,-46,561,-174,-107,19,91,-175
-224,-233,149,266,-188,653,-808,-581,780,511,-568,-854,1132,-60,-674,536,178,-311,-124,311,-55,-41,120,-351,343
-245,-92,108,94,-192,-60,104,140,-156,1089,-1476,-878,1566,500,-768,-1244,1685,-281,-944,768,121,-214,-245,490,-28
-80,179,-85,-24,-46,48,653,-199,-1634,1105,799,-632,-1012,788,529,-1223,669,372,-463,-343,526,35,-441,26,345
298,-117,-110,19,169,-13,-56,-203,971,53,-1916,773,1288,-327,-1787,922,1024,-1463,186,912,-452,-630,576,301,-569
87,73,-315,-13,156,39,-96,-79,1008,-420,-1542,899,1119,-699,-1419,913,809,-1189,229,649,-144,-594,299,514,-574
26,24,-48,-102,227,-32,-330,103,706,526,-1885,-156,1788,100,-1493,-305,1472,-799,-847,1054,120,-534,52,706,-497
194,-101,-156,200,-51,-125,134,724,-557,-1255,1056,676,-867,-859,1085,357,-1306,452,748,-389,-486,465,349,-461,-217
208,-97,-140,70,196,-206,-140,58,719,-181,-1675,821,1261,-515,-1495,828,908,-1545,175,922,-330,-589,324,588,-475
-59,35,-44,-122,-14,238,-69,-226,69,1172,-1184,-1222,1427,656,-1082,-1142,1554,252,-1436,686,684,-451,-648,641,273
172,59,-281,-23,383,-286,-322,228,415,597,-1017,-1090,1570,659,-882,-973,1163,259,-1385,1138,254,-597,-107,777,-355
-59,38,35,-108,53,-82,78,118,677,-145,-1846,979,1372,-259,-1629,430,1480,-1462,-28,667,-296,-218,142,315,-521
141,-308,8,108,-25,-39,160,689,-1146,-407,1277,412,-1306,-379,1274,-251,-567,347,210,-112,-188,360,-159,-108,42
-202,182,196,-133,-87,-66,136,-27,523,277,-1990,518,1768,-220,-1643,-29,1766,-1186,-729,884,271,-616,-30,715,-197
88,147,-157,-279,223,209,-94,744,-942,-779,1253,532,-1005,-817,1570,-197,-1087,746,370,-331,-174,291,48,-330,188
37,-79,-125,145,100,-140,-121,782,-602,-1051,1101,779,-805,-1039,944,274,-781,326,621,-320,-353,301,189,-421,-100
-92,117,174,-322,20,196,-220,121,59,-237,540,978,-2324,-29,1933,81,-1899,-91,2138,-1184,-997,1065,399,-670,-77
-72,-5,53,9,-70,497,299,-1238,87,1336,257,-1574,15,1476,-782,-904,778,604,-821,-313,774,-43,-624,361,93
65,236,-126,-107,-78,162,-58,-41,-100,837,183,-2209,780,1768,-869,-1682,896,1249,-1921,192,1325,-410,-838,483,765
149,-59,-129,175,41,-249,326,793,-1360,-247,846,472,-1147,-471,1193,-299,-803,512,454,-443,-395,625,115,-416,221
-29,151,-150,-100,7,320,147,363,-1433,331,1228,-379,-1305,347,1382,-1227,-333,938,-28,-568,62,761,-468,-230,148
-238,-25,88,25,-117,12,351,722,-1558,-89,1602,-110,-1558,111,1759,-1317,-536,986,168,-727,108,858,-497,-202,167
-114,-83,215,-70,-221,-114,562,412,-1449,-144,1558,1,-1403,88,1118,-859,-376,974,-207,-578,480,235,-548,-58,404
49,260,-101,-279,27,389,-141,-215,580,120,-1773,624,1231,-195,-1617,562,1286,-1500,-27,863,-242,-476,362,495,-459
95,75,-240,125,153,-55,-272,174,1008,-713,-1410,1122,1134,-622,-1294,863,936,-1629,272,843,-337,-570,431,634,-765
-54,159,-108,-137,200,289,-346,-186,1149,-181,-1733,869,1136,-457,-1746,1009,1259,-1450,92,726,13,-623,371,280,-387
98,5,44,2,-142,120,69,-284,410,921,-1423,-1125,1846,685,-1419,-872,1859,-279,-1535,886,734,-649,-444,784,207
35,99,-122,54,97,-53,443,442,-1523,74,1506,-268,-1558,440,1358,-1178,-195,1090,-339,-729,273,679,-550,-317,363
32,169,-18,-112,-90,304,-57,-149,752,-497,-1605,1375,1142,-788,-1705,1343,990,-1970,523,884,-352,-926,819,614,-1000
273,-204,-261,217,235,-179,-251,215,270,418,-427,-1542,1213,990,-994,-1103,1383,260,-1526,667,686,-748,-276,741,-75
286,-257,-105,192,51,403,148,-1504,676,887,-428,-820,383,722,-1286,462,454,-517,-76,212,-121,-32,115,78,-299
40,-176,171,-63,-126,-68,233,-199,-29,987,-59,-2090,1276,982,-1371,-851,1823,-300,-798,1101,422,-843,-34,463,-55
-41,-38,94,-80,40,300,514,-1611,-27,1512,-56,-1297,48,1392,-1009,-641,824,36,-572,57,706,-448,-303,329,111
-143,93,166,-84,-186,60,213,-189,-133,4,283,1128,-1505,-1098,2254,1,-1803,-471,2232,-778,-1494,1122,773,-784,-424
