79,204,164,126,494,12,1505,1482,765,1084,1129,221,82,356,51,345,512,772,174,726,684,1240,1512,804,535,1049,1039,686,845,783,12,439,612,1241,1675,683,75,780,1189,546,841,1645,1060,71,27,244,682,908,388,506,843,568,1018,2269,92,774,910,157,56,592,629,74,154,910,1424,1467,1552,1657,1023,67,91,74,478,711,167,1126,822,129,389,613,229,381.6703268326839,559.502870214042,217.1561409195817,165.53773426478426,0,299.1391366277269,60.9161060348746,226.42569354121702,125.52873258775264,230.84653812442485,146.7561402786944,125.56369512872122,131.3319120038478,74.98031682007968,78.63081796781091,0,12,4
1022,587,556,1523,1310,102,69,204,1289,1563,715,937,1652,1127,660,1131,1290,786,671,441,569,1177,629,174,383,433,121,56,428,276,324,293,284,5,1204,1231,647,1197,1620,460,321,55,273,702,165,704,71,394,333,1253,1578,615,352,1009,745,49,452,743,150,219,263,984,1786,1275,619,712,710,209,376,1100,964,141,173,340,555,1066,666,133,356,950,1845,559.5461956708917,0,401.9683606804765,209.34310767169146,145.76751585254962,107.77367915977479,145.82138613680618,165.1760686741969,0,87.67631305024416,132.75931769940965,188.7485212135237,195.29048023348903,67.63888544439418,105.44603492270437,6,0,4
1666,874,1017,1281,203,520,401,839,212,81,793,899,319,309,473,2,490,105,431,168,284,368,430,1105,1312,961,576,474,178,473,806,98,967,813,530,1240,1877,1091,89,437,387,1140,1220,358,268,776,235,244,640,1201,590,115,605,723,635,850,450,170,429,515,544,406,388,1164,1056,858,1372,1718,776,264,4,369,129,436,515,746,105,289,503,225,817,271.83701085952293,126.24755293447063,0,215.93522054149517,652.0852403008296,118.18106759671754,101.93245069984312,111.71369831389464,183.57467333847222,102.96403441805688,197.50533122612796,149.7272185766218,92.44118160805213,0,110.10657206840602,0,11,4
1043,765,65,151,29,54,312,110,1078,1396,1237,1052,719,63,650,662,461,825,913,37,726,325,165,721,473,685,1040,686,1091,1319,344,498,149,920,517,66,615,1061,486,89,473,363,106,38,448,338,100,136,496,61,1174,1458,1034,858,838,99,604,576,1,199,319,1066,1685,1339,1254,1731,1201,202,641,360,561,558,280,906,294,465,133,161,665,1263,707,84.89169738408039,199.88246868695757,89.03754918087871,812.9058108645831,0,39.400126903348934,140.5532351370376,128.656317398744,55.32935816512974,0,217.63025440871309,63.60854061896592,81.3454945053235,24.91620326202766,0,0,0,4
179,740,973,561,585,1038,1119,850,864,1075,572,537,708,134,3,61,743,1491,1113,246,96,367,1111,1724,1249,1034,1473,1047,95,230,310,380,402,1068,1803,1460,747,790,790,153,651,57,348,292,742,328,99,232,600,536,612,814,603,65,177,721,627,566,1621,2514,1792,510,342,306,499,1114,433,107,216,203,622,648,32,144,379,957,1738,1644,1048,758,626,28.371495614099167,117.16906834732923,13.490113106390375,716.2701755269455,0,126.64852940322679,89.55421949322856,207.80224582988205,83.04397787609024,0,164.62950175431922,114.27971697206016,40.10580089798615,25.952671530217476,0,0,0,4
149,412,48,139,351,170,517,684,660,1412,2148,1463,203,170,268,415,701,265,1076,918,820,1398,1286,576,172,139,568,293,226,736,1227,637,137,893,1110,285,59,847,896,359,152,96,495,845,155,692,478,355,999,929,108,718,560,836,1370,977,210,10,50,343,769,373,776,1331,1070,1024,1367,971,35,176,54,260,393,26,364,342,348,752,647,542,653,64.42842368896608,238.34761093127173,113.73933465867529,718.2704702786652,120.32684944100471,98.40641655135384,95.4762895114003,0,162.61889437436798,73.95616759405618,204.82697730310358,39.153805487350034,26.901279093667636,34.74796181579636,96.54285363376967,9,0,4
136,115,542,55,424,217,1137,1124,957,1407,1288,301,163,73,170,463,88,622,907,842,1129,1326,560,612,1097,901,1080,1491,879,331,346,381,201,132,368,1043,803,694,1462,1346,211,84,857,495,79,609,1088,337,544,425,259,992,1023,88,526,121,317,206,383,1100,1730,1858,1680,1499,919,19,381,443,442,356,377,1285,1144,520,745,1046,26,1055,821,623,1339,8.183044556678105,244.8256201117997,68.7343685792216,713.9089606214624,0,144.09262645951043,94.71701538827028,121.75957345958523,144.38409163348373,0,218.6695019945637,86.06924208894172,139.67730834843724,141.79493920179198,0,0,0,4
1280,220,150,1040,849,443,942,1605,1064,243,437,578,37,93,947,1503,799,102,26,173,946,1666,1499,984,845,595,43,186,99,200,591,1187,1909,1606,717,760,1188,208,666,72,463,125,526,12,233,392,694,302,538,1187,828,85,309,826,716,685,1476,1794,1052,426,597,456,329,914,329,390,333,200,825,1056,612,189,436,1174,1864,1640,723,576,879,130,538,73.61679127718143,250.3902711967161,79.75890353983418,770.2118439799774,0,60.34196301082689,97.69979217491759,135.8844114841833,268.90565563066895,0,111.54764453314199,138.9266384156863,79.38661159816212,63.7978588069767,0,0,0,4
367,14,254,147,370,384,535,1135,832,652,1406,1772,1078,286,169,674,1050,786,69,385,317,850,1227,431,291,49,129,98,452,149,600,825,764,850,316,647,1043,878,845,1306,1314,447,350,193,168,501,265,688,1092,792,398,254,300,859,781,121,221,489,569,549,1588,1986,1308,659,912,795,389,1162,340,286,84,56,730,1161,879,356,172,722,1378,1174,661,48.240413552506375,41.096961786284425,268.3471238172981,576.2461662505718,342.7844357496291,100.46628599846667,58.644652790890746,279.132885564212,0,90.2984991584634,75.51472774973298,243.66789052544664,143.82261473596864,220.25583879711897,120.8126706366927,13,0,4
391,35,24,956,1017,50,506,492,945,1309,1029,508,346,52,566,650,348,911,573,660,1548,1932,1137,461,271,22,773,713,1357,1085,258,39,164,274,716,204,648,929,889,1088,1102,305,433,283,424,1306,1502,511,119,96,79,729,718,353,856,718,1170,1303,370,64,436,586,81,53,676,949,215,78,522,301,316,258,124,100,3,270,491,266,1335,1554,1139,124.07928160303301,42.85204806012408,94.10330865921054,749.2603097601227,80.75417778477116,34.208087023131725,118.28122264425703,116.46867538111722,133.35082069176426,162.95648757918505,115.03031866935454,59.006950913849124,98.58206064717137,0,141.6025249973147,17,0,4
