437,892,336,98,232,367,757,336,764,870,52,725,263,165,599,1132,218,1095,1598,553,1216,1793,1020,459,2362,1727,1360,306,887,2089,734,1174,2367,1221,303,1127,1779,1249,162,1689,1464,358,1333,852,574,865,406,198,498,454,314,346,914,345,145,651,667,369,1386,1367,369,1971,1379,867,30,1172,1915,475,402,2270,4267,265,917,94,585,1457,3051,2502,492,934,1461,330.6098243005977,327.6798972773436,443.75466675203097,75.0778305812165,0,566.8260160754797,40.60681918891926,694.3239089194559,530.8797408911784,0,385.5459796612544,682.7014104644575,142.1699910759305,223.14739617478904,0,0,0,2
1439,1407,604,609,1402,1109,103,536,548,368,485,131,297,702,631,82,824,1212,928,406,515,1386,1859,1772,68,1078,1418,1301,2358,867,442,482,3038,2786,837,924,553,603,1283,2933,1805,26,1433,1681,984,755,393,455,1050,931,232,503,628,501,185,214,705,1251,1238,380,1015,1892,1109,42,658,1221,2283,548,535,1115,195,740,995,1507,1426,1394,297,1722,2440,1951,687,104.27762998391597,352.82572409062647,65.35778511047803,381.875638999472,0,186.43661791611646,339.40922600905196,277.54542234711687,611.5785035069395,0,275.6954920267937,321.73351124854685,258.74196818556874,367.0133745142043,0,0,0,2
36,333,1121,1444,686,599,812,84,371,147,183,766,1181,310,890,1406,1440,947,19,1062,2046,1954,946,506,1469,2906,1486,656,2184,388,962,959,1819,1487,1792,1004,493,1793,2525,1539,240,349,641,565,541,159,446,771,443,278,635,697,772,628,246,1422,1347,223,902,1446,1380,750,285,712,1374,2481,886,569,933,720,2027,1492,649,85,344,870,2355,2165,1152,672,1183,295.9952510790593,139.11574025548694,290.654489998908,113.89657089870894,0,377.18603168728293,453.0763002808989,582.893115327803,343.36344234003724,0,97.9029493549614,175.58204672675708,90.72299157157198,199.20968500547815,0,0,0,2
572,342,259,244,654,585,155,461,711,1108,1087,252,1033,1488,1152,361,667,1586,1766,1019,176,960,1327,1408,2369,54,1206,1652,2540,3555,1061,451,89,445,1530,3418,2125,193,1207,913,285,460,337,385,1079,661,105,728,976,659,48,621,869,675,127,1008,1661,1460,135,522,862,1456,1417,96,748,1292,2277,2495,1092,692,536,0,2056,3521,2176,20,1145,855,1054,1609,772,350.1705531450182,417.16810410411836,137.77567701620535,773.3129953791532,0,279.2511459242379,774.5479286833574,139.62195250806855,724.6967181609066,0,209.26800699036536,321.3150892247163,140.09516805304153,128.2924823593664,0,0,0,2
603,1174,527,227,90,252,914,761,3,822,1393,1314,503,736,1667,1996,1644,640,533,1831,1825,1674,368,477,2110,2622,2301,159,1223,1987,1512,1285,2753,1762,1036,80,610,1012,1289,703,71,626,744,544,10,602,790,447,76,888,1252,965,250,876,1538,1379,943,95,803,1094,1294,2621,872,4224,46,35,1962,2152,1311,1210,1911,977,803,867,31,1413,1419,70,783,369,73,570.6614558349678,267.85063132171547,368.99005384129333,758.5240178039647,0,512.306726971255,953.1844067052054,453.803905500764,764.7284897210071,0,184.94146963429625,360.3853752215249,284.0155348959894,214.45802320028412,0,0,0,2
300,52,238,434,237,242,787,1035,624,495,1411,1282,708,282,1242,1355,1279,350,506,1528,609,1560,2206,575,730,58,2770,2383,1099,801,1480,1475,1849,1093,191,1268,1577,1058,579,220,614,538,212,294,698,829,681,304,1099,1360,1248,291,978,1640,1385,517,513,1261,1374,1631,272,3065,3912,4065,4664,1056,521,550,624,1812,3895,2599,5,1487,857,767,937,487,258,640,264,574.2794833357488,197.3130334066039,580.4385150707548,455.63433124933863,0,773.4879475466959,804.1055375858892,807.102049470745,845.2238823820603,0,518.6541595398318,576.4483450365263,322.5802479175781,422.4937850739597,0,0,0,2
263,643,779,494,433,1033,1438,1054,156,1329,1736,832,330,930,1606,1328,843,12,717,1847,374,656,3367,1021,1668,333,1996,2605,2044,933,2495,1440,1241,961,482,363,1180,948,227,590,865,680,14,687,1053,1134,412,862,1451,1306,363,933,1688,1518,885,179,266,720,1442,4565,1496,5531,1635,1292,1543,3579,2430,1705,3448,1827,544,612,735,355,1096,640,101,596,473,244,99,553.84012513484,489.87962343363944,524.5596904841212,928.3644163240572,0,572.1408261957889,1279.149709753534,757.1233372023898,1182.7895110433606,0,803.4741128739533,539.935746924088,341.1494613012535,266.4275621366319,0,0,0,2
336,781,1041,996,158,1283,1462,1037,437,1592,1794,1494,513,96,945,1669,2377,705,1616,57,4691,488,313,2700,2332,468,2553,3337,1492,89,557,484,808,990,283,455,831,404,312,41,684,975,317,575,1188,666,172,965,1510,1161,326,209,1172,1644,1438,707,42,1598,440,1594,3815,2719,996,1472,1282,1489,2432,1557,465,1993,1950,71,649,235,286,524,668,8,823,1393,563,623.5263186626512,276.35810532218187,689.1013051166598,184.6145987871248,0,796.9625791089567,513.8871981864273,1103.07534977763,553.4077046226953,0,685.3123988849243,638.8413446479703,268.042285218746,341.6084557757295,0,0,0,2
307,957,1068,599,451,1416,1719,1097,56,764,1164,1422,968,404,630,345,2850,3935,1776,633,1686,618,3015,3461,851,1133,1199,1318,1296,1372,316,964,1430,1089,65,309,385,418,606,198,871,1840,1022,329,1322,1712,1405,1095,59,1494,1896,1414,795,2352,761,6441,2346,600,899,1506,358,2386,3251,1348,868,1563,854,515,186,584,578,270,99,339,510,351,55,702,590,46,835,46.793678646542055,757.8387597648932,151.96998196835486,909.9418929446465,0,655.4848777813262,1031.5600376207094,975.0736696475266,565.3368592266344,0,1105.2514594075924,522.2567034049931,481.6100213151812,167.1539292753538,0,0,0,2
1238,664,65,976,1526,1210,80,1143,1394,987,152,818,722,2067,1080,2989,556,1521,842,1125,1293,1817,520,1855,2190,1238,200,839,833,765,574,246,653,752,474,131,440,811,1037,1041,408,672,1618,2106,1362,227,888,1636,1943,2921,692,3224,1628,301,1253,2070,1199,73,36,313,1970,2884,1954,327,1435,915,845,914,485,301,660,400,69,262,738,1065,789,193,1186,1703,1682,103.46572460472153,289.5732463944923,301.69137548008575,348.75018594453593,0,654.4541943482371,416.2051806872573,695.6516842592091,453.71956831571316,0,295.04781193708334,330.9639835684959,262.69157181108204,282.5779558524092,0,0,0,2
1151,247,1502,2204,1830,768,659,1526,1958,408,1596,6250,122,4140,1623,136,916,2564,1366,887,2398,2518,788,129,321,839,666,484,48,611,830,654,39,613,662,1259,1455,477,872,1989,1779,713,329,1114,1689,1906,286,1878,4372,2188,3987,1102,277,1082,1862,53,3011,3524,1136,1222,1081,438,817,573,274,480,114,437,678,390,453,3,453,1017,1268,289,958,1382,845,61,1018,176.88951776816867,875.5542866504811,455.3468418784585,950.8086124773456,0,846.2705034443775,926.1098890343596,1199.6598694938982,1138.4914295559893,0,1225.3120108934133,698.9512763828595,512.872594800713,173.71986728163492,0,0,0,2
1626,1425,865,325,918,2872,1406,1578,1922,1253,1555,2027,1688,554,156,1024,1446,1289,1302,307,919,1086,534,357,689,408,31,58,169,750,1389,925,183,1064,1145,870,422,832,2389,2140,834,303,967,2575,168,1642,3085,1811,1108,1240,745,580,1726,1703,72,2009,2821,1226,479,702,356,137,71,496,913,718,46,449,793,1057,927,194,788,1482,1558,601,769,1695,2069,1423,930,308.7285547433217,681.63577523932,191.38824419326056,578.2316320680358,0,128.69780495408617,673.8053948803845,310.51673746695786,1089.8741463567626,0,78.53058536231666,546.181725824866,245.1510138468918,388.6118509206641,0,0,0,2
614,443,2445,6384,564,3010,642,1075,1456,3903,2532,188,1198,1104,941,1251,804,352,1087,644,577,942,508,233,181,78,534,1243,532,379,930,1267,651,327,1147,2028,1522,608,385,1408,2075,1036,3236,376,7861,1057,3278,454,2708,2256,1845,3216,1134,108,98,600,687,371,848,467,22,340,695,725,186,684,383,28,62,233,860,1105,231,1585,1672,784,311,870,1243,928,147,241.9164375472975,0,1024.02478549398,37.53744763830645,1594.199216278252,597.0603952169809,0,1851.9294608297303,250.34193708994948,1698.597463493879,343.27185177858865,0,1190.6348050347417,517.9825024894479,652.55693129595,0,1,2
1334,342,853,2800,183,1,284,1125,1143,2327,1390,177,1112,2082,1384,586,19,914,1442,1193,445,287,629,590,544,232,328,955,815,154,751,1154,1241,875,275,1334,1729,1271,51,902,1158,785,2728,1294,2057,1140,836,2023,2588,2065,261,180,918,2272,2351,1165,408,884,875,1290,897,77,476,611,380,273,595,922,782,207,555,1665,1741,567,665,1290,1648,1629,504,504,1236,356.63456796946946,208.13050777769254,496.9743461092869,462.4780515051789,0,418.40136531804,674.81466457138,182.20909726743938,257.8605931507861,0,171.0596383554048,183.87123758826968,38.63817020014339,144.81817721056072,0,0,0,2
1490,1879,406,680,1266,1350,1338,2480,2734,723,76,935,1416,1973,2555,940,443,845,1174,842,521,98,505,859,632,14,739,1109,707,237,903,888,381,260,998,1292,892,112,273,427,1000,1592,1386,1373,1683,4139,1012,494,839,159,717,2178,2637,1572,23,814,957,1207,812,93,133,383,686,1038,445,704,1069,344,353,971,965,148,830,1336,1061,254,85,308,757,1120,796,308.6533865988459,175.0374668741964,173.81542421266613,84.04882762514534,0,245.35986326210732,420.2519708412797,180.99777220261004,587.1914839851261,0,154.08378938224644,648.5868470427014,501.7037732219711,53.935543948959435,0,0,0,2
181,171,978,2666,910,115,1582,1583,2446,1387,1835,935,547,1459,1928,1379,1082,331,450,714,1307,1653,986,573,1373,860,110,1045,1122,550,76,745,991,972,714,215,874,803,781,972,726,302,1433,2383,1432,3882,2870,5301,4160,839,715,755,369,2151,3001,1551,271,18,226,857,1656,926,34,352,504,414,379,1064,943,169,1152,1278,672,150,585,704,366,217,41,771,953,599.7270437914129,258.0181972748709,662.7125464102055,468.59049941297394,0,784.3259781493916,852.8430261890513,566.5568381468865,453.82249297740987,0,542.8556676979546,495.19140604806535,43.99458897074997,359.74189426450175,0,0,0,2
1398,1173,477,1864,1671,1143,3109,54,1084,1637,2609,1154,439,925,1261,551,1580,1430,479,415,1101,856,53,822,1014,109,1154,1417,781,92,722,919,423,68,549,680,616,515,194,378,1029,1601,1594,764,1682,269,732,3111,1683,1354,2065,1183,25,1154,1771,51,1542,1436,265,48,123,300,949,840,372,1191,1015,22,1112,1254,125,535,451,564,422,212,369,971,1117,1307,1072,413.9936602403921,127.81150209458639,570.3697266981349,231.74517716432342,0,565.7611024098422,634.4850856469346,511.8840625696607,750.1663688348209,0,365.8438062541136,278.29062520048416,275.7027871302538,548.3371436389508,0,0,0,2
11,1517,2208,1884,730,745,2965,6188,1101,1053,476,358,571,2269,1828,614,123,1098,1273,1422,1226,13,973,1305,811,102,523,738,353,174,673,842,386,71,540,705,696,889,434,719,1381,1383,567,480,1560,823,3378,3978,2265,3157,1505,905,940,1348,325,1936,1982,1217,551,51,1084,1666,1160,124,987,629,168,890,800,350,504,855,753,432,191,67,747,1039,558,56,734,535.676569292856,42.86425114742537,635.4783606628098,97.34521237588461,0,934.8771643911301,353.07716068555385,1005.3111252188742,259.22260917808586,0,667.7600821758047,249.6780133299077,744.9622246347483,410.08143142138624,0,0,0,2
1106,1483,734,795,1788,40,894,3292,414,1811,3203,1132,927,406,708,144,1399,2311,1256,602,276,1545,1282,448,569,926,594,597,759,631,287,1,494,674,435,436,46,854,1314,971,176,1433,1647,1303,930,427,2909,2358,1056,973,1053,460,884,1029,832,1472,1733,785,717,1676,1485,976,434,545,1360,1194,120,659,679,378,428,90,326,704,1032,560,588,1315,1455,1248,840,291.39937348941936,0,167.4369204404726,532.5251032992988,154.1513355344311,934.3007796409496,0,286.6616208951002,681.116203300958,508.82279973690737,602.894723315576,0,304.9474300810338,266.33442036663547,854.3788306941229,1,0,2
