2967,2232,1431,1897,1533,1104,1260,1201,742,1290,585,631,392,189,306,102,423,193,351,330,282,428,168,296,194,156,127,67,196,176,33,125,448,58,462,70,468,124,1098,135,1525,403,212,1421,270,1486,615,387,554,414,458,597,924,91,813,455,312,637,106,360,44,343,0,195,303,69,227,558,163,394,226,485,261,630,382,240,413,303,86,203,25,230.5232515728247,291.63761453612034,238.53692966023536,678.5375716591515,642.1726632333418,902.1336099443495,0,44.99585499697515,713.8420912620164,426.7752873563534,622.7682163753672,412.4239856687944,322.999078004619,0,307.936975403038,5,0,1
22,69,708,431,2009,412,731,1265,983,370,101,275,246,240,101,317,736,241,729,628,231,258,492,384,369,324,364,561,64,672,200,516,184,762,396,561,616,265,272,651,459,567,698,484,762,1578,630,2409,2471,938,1908,2458,305,617,388,688,960,396,1529,927,271,553,152,634,96,509,413,254,30,823,407,298,389,157,305,306,291,620,662,497,992,71.46443006937014,185.0052595333121,239.62153148330682,264.3264299113313,0,660.8556366559947,552.1246296594953,663.9427488567271,727.5622937367189,0,737.029426847182,594.3510516599252,808.4556534053971,205.17610527305857,0,0,0,1
93,1125,476,538,542,238,251,92,972,74,1356,1060,470,1364,1099,197,1170,952,457,482,335,633,222,580,202,199,325,330,216,379,46,79,398,385,228,590,181,736,139,592,271,551,325,791,646,599,993,256,1251,1455,34,1814,1013,213,811,1012,170,495,111,620,359,235,682,589,104,124,299,414,1,341,19,534,186,269,214,356,245,212,135,53,54,228.48968036672514,176.7132843970863,219.8056510667455,259.73844435019373,0,461.47125858497407,412.3670418366338,611.7362769059895,112.64445052220513,0,785.440207267543,316.18154170064486,683.993126691533,334.2347668851326,0,0,0,1
157,137,54,409,544,120,530,160,258,108,620,1735,384,2921,1242,42,694,694,131,721,957,279,763,192,201,486,1113,409,503,587,73,312,3,506,203,368,132,668,330,573,320,596,352,694,254,879,555,407,463,151,154,435,477,182,1407,719,1488,1475,1751,325,1109,637,412,28,36,663,714,131,690,1049,300,657,386,500,517,363,259,447,173,239,321,57.144397322387185,218.0146163250715,248.0398062316047,275.8076607500327,0,274.32428346757786,617.7752748926947,798.9590566074371,390.630218040852,0,131.57407572610165,410.8563592214616,778.7696405306384,134.07935853394432,0,0,0,1
60,293,210,191,217,41,192,475,331,140,722,1083,1480,3373,153,2398,1662,929,1320,1326,1415,426,1278,502,581,8,595,282,349,716,436,29,209,220,438,107,613,236,471,374,332,319,224,45,367,99,411,482,140,407,133,382,210,367,136,775,1049,2962,897,1077,1869,32,1250,32,919,1059,148,1503,857,555,745,28,570,157,580,221,539,396,194,246,223,203.07519986340304,62.52753078841146,350.559574241699,188.61718284500023,0,597.1169169434073,247.04317340695454,1344.8620387717865,235.42353851170603,0,1325.6342449421347,576.9220707224537,416.34860578125057,612.8841984003619,0,0,0,1
209,161,417,104,383,76,505,342,153,588,62,455,98,122,508,9,963,568,2864,1188,1610,2745,560,2014,740,1031,810,396,1119,350,255,597,585,74,251,71,151,352,505,82,296,287,382,25,299,244,472,175,655,120,308,45,494,84,876,78,632,504,178,2717,2213,1553,1814,689,831,777,1038,705,399,976,763,187,190,42,91,419,122,254,63,295,125,104.84227036563757,178.57832899919254,194.22254504200723,380.26212879429943,0,250.67204171985355,399.58354535708565,911.575904572708,913.7951103237307,0,1114.2776047489288,663.30535316541,718.1967559757351,563.5326303024104,0,0,0,1
236,167,77,132,12,210,439,87,206,821,226,1835,588,347,519,1298,63,193,263,196,14,407,469,397,111,532,519,145,30,385,226,411,235,420,326,412,333,525,409,543,547,92,691,352,634,420,640,375,566,698,79,494,1407,219,3299,1745,469,1866,683,627,80,404,526,195,830,1107,496,301,333,1,145,284,522,101,359,120,435,71,333,303,134,11.420978466442971,361.6175965924336,132.11338179807726,269.8982287322871,0,614.5371530672495,503.8632370883058,599.8986123770391,400.32495493428434,0,628.4485614442697,274.89465981456055,670.3422035473476,236.8352336840089,0,0,0,1
293,245,303,336,266,207,165,114,424,472,315,367,1226,266,1757,1027,145,1486,1098,564,263,292,333,98,146,68,648,859,134,777,313,586,447,229,445,163,332,105,626,229,483,186,471,67,723,126,807,394,503,728,64,607,74,504,188,611,1407,1504,3076,4,389,416,408,362,164,455,729,84,681,714,11,189,228,82,501,351,39,27,124,37,109,229.9074329248745,243.2853454928395,231.10430324602245,257.27800974837317,0,61.53984481618393,546.1831168379057,755.624554338908,481.9464411435198,0,409.5755519008188,725.2235677279318,334.07524675881723,624.8419333888249,0,0,0,1
442,79,213,123,540,86,421,53,410,47,586,923,943,1806,983,1127,1089,991,575,571,774,340,280,3,226,435,69,510,48,763,247,566,378,474,737,260,790,18,533,39,695,57,606,110,890,61,340,713,292,630,177,548,228,1241,2233,4,889,1215,330,248,194,29,415,164,664,829,304,326,434,138,299,76,358,187,292,186,361,23,21,160,190,140.95509873484508,163.14855650855566,229.72537434990005,236.7069283017087,0,740.6354248211464,520.7003319816762,149.6531105159642,296.89242315471415,0,461.08117136695955,471.60898809907616,673.9641400441483,285.8926778756576,0,0,0,1
80,370,329,30,250,79,256,29,427,365,443,1691,451,839,1886,262,1349,115,1048,693,336,788,315,62,656,417,317,523,69,474,113,562,254,326,151,247,308,418,500,187,43,354,152,26,324,181,251,302,360,27,369,84,1995,1640,1256,1390,349,534,458,655,786,34,956,740,300,257,297,108,341,257,98,29,237,248,175,250,87,404,188,491,308,145.8827835415673,84.51527062774633,208.5818421920103,138.48787030116623,0,370.79359487456094,457.59304788849136,772.8470127601058,433.0267336823388,0,618.7091842389478,675.8383949439836,494.95882675729047,348.43769811399216,0,0,0,1
222,341,27,323,206,62,263,57,146,255,351,1431,360,3581,1228,1197,1174,171,2,1434,787,448,55,96,467,1049,462,536,321,245,8,934,500,511,444,488,496,181,352,263,368,384,736,60,800,98,790,211,902,7,1035,520,662,2673,1574,1476,994,955,487,322,193,36,135,261,707,440,188,299,520,420,133,567,46,294,70,540,34,441,20,518,204,160.80766732848068,318.2259703479692,156.39290711454197,374.0334539985756,0,773.790750138563,906.3358825171765,245.37952173192335,535.9196987551614,0,154.645080097162,757.7389269558881,218.40297756560688,684.4616612517934,0,0,0,1
260,61,99,327,27,693,199,694,710,363,737,184,619,116,1010,2241,1349,1882,2023,541,790,316,1114,146,1006,701,8,197,338,187,794,318,439,496,181,493,28,491,80,699,472,697,560,310,286,405,281,291,378,339,454,296,365,89,185,24,482,53,1450,1876,679,1653,2102,85,1352,389,331,439,405,1429,1267,19,833,567,192,305,14,458,364,292,263,2.0143512887826365,67.52205394724717,243.2343535033923,225.34387967683745,0,386.7910450100933,580.852802919846,547.5340868664365,769.6419484724171,0,552.6217675003317,599.4441044624143,1016.2058645221782,219.88309831399957,0,0,0,1
95,200,88,147,224,454,123,471,38,745,249,559,586,355,925,137,2292,1617,2288,2456,393,1317,853,1376,463,1085,1253,331,643,300,108,39,50,470,369,127,402,93,579,53,915,243,567,252,655,520,475,579,208,446,56,309,108,512,101,492,108,877,1876,257,2791,1874,385,1568,530,477,366,986,774,77,493,250,257,582,572,542,989,80,512,54,532,133.774322027976,239.73945717332322,148.8758144444152,298.3366172352773,0,281.0999555318357,745.1267889347955,691.6810180320854,1335.2558934892947,0,656.0782618900248,724.454220749635,500.1354276546905,549.0796239711833,0,0,0,1
