2415,348,2140,980,1497,899,1025,878,649,795,466,729,372,648,228,468,508,452,469,349,395,226,85,132,2,380,4,340,16,318,60,646,1960,54,2758,35,3491,249,3496,2,3652,72,3274,537,2532,780,2383,1143,1943,1366,1264,975,920,549,605,288,552,247,523,467,108,340,272,449,159,695,57,484,152,438,276,646,116,527,209,367,310,274,462,821,1148,461.02813240376156,355.1146490222473,785.4956489943756,1383.9771149406836,0,1009.3988929060702,2215.9932340037976,485.5323002413571,1035.9536257702812,0,202.55904828619424,241.507173471863,284.88915321047756,200.59936261558752,0,0,0,1
962,1611,26,1702,832,1063,1467,15,1489,914,868,1384,215,1203,88,1070,465,674,649,205,446,13,427,190,106,58,161,132,153,87,92,60,222,110,301,485,220,3,1721,1405,1734,2339,1380,2760,198,2636,702,2232,1670,1022,1875,191,1464,805,781,836,371,943,239,485,212,424,488,69,424,203,376,366,447,465,287,450,179,647,89,663,362,427,924,76,1800,67.583867350689,255.68733793654542,183.08728593563626,317.2444863501653,0,669.9749715474453,698.5771773112378,754.4241616976777,1919.0243851716523,0,529.6532073263389,1107.3688020784468,228.1607365719817,389.19439814571916,0,0,0,1
1572,2078,2675,1826,3314,292,3280,1015,2615,2275,681,2126,612,1551,1432,590,1475,74,1281,538,827,619,618,582,258,429,253,424,92,95,51,125,175,179,69,217,182,230,2173,1653,2242,3473,1009,3583,512,3261,1636,2515,2545,921,2349,216,1971,1204,1062,1328,439,1356,300,948,679,413,786,27,763,245,586,254,645,558,296,730,96,657,548,229,230,232,440,319,972,134.19648373265113,545.9258410861302,0,191.8845083086184,904.8339131499043,290.877462655203,1860.6929632544247,0,369.96275397212145,2818.7318009701526,83.38801887829231,1320.69107202773,186.2009819996219,0,365.69430697774624,2,0,1
1809,703,2577,249,2763,1033,2479,2253,1186,2725,424,2234,1797,612,1994,501,1417,880,900,1185,207,797,106,774,175,643,214,193,165,283,16,65,144,125,271,127,525,418,2318,1596,2574,3261,1637,3685,150,3489,1495,2734,2495,967,2335,339,1867,1136,818,1079,115,777,369,268,540,63,442,71,575,196,376,4,535,288,162,70,232,156,133,185,147,312,368,348,94,122.91961566820076,298.950854473435,0,123.3860547489319,845.122159884887,582.6437137347752,1629.6074974784196,0,884.5576976902903,2572.3403812247457,302.64095827864077,1516.9047633649077,66.82920114681593,0,414.96598043483027,2,0,1
736,281,1679,380,1292,1314,505,1803,641,1185,1394,239,1404,490,1202,958,434,781,95,556,39,548,148,265,51,163,25,9,95,130,70,107,2,226,322,214,17,1327,1509,1678,2616,1105,2857,150,2764,1294,2037,2239,799,2525,649,2119,1547,945,1408,428,1219,158,1204,441,757,454,536,683,445,680,133,571,91,192,160,51,452,367,407,456,342,1361,675,1672,2344,240.2818086122298,0,237.43068043989962,439.82366083019036,285.4112279888806,586.8114483656013,0,1137.5446825966153,1721.5652746823462,1394.1244870298972,1127.568059498643,0,583.5346005996045,451.69815101586784,80.66280318086203,1,0,1
1199,3921,211,3578,1634,2542,2290,1532,2716,29,2110,821,1308,1358,516,1262,138,885,478,332,543,14,517,258,444,218,439,217,504,505,201,571,102,461,240,378,139,102,1039,1441,589,2038,4,2108,1026,1693,1458,1150,1897,140,1702,756,1108,1084,341,780,127,754,185,556,316,418,422,198,473,109,552,396,270,305,258,591,158,558,283,727,595,452,1187,283,1176,270.9926928588107,179.31838457806413,436.2582289833964,324.81596382662997,0,1029.445882501844,225.01672630784716,2086.6518348408645,260.1319985857121,0,1547.6984365193746,295.7439739617184,928.4082549734726,194.03517212773096,0,0,0,1
1369,1163,2289,632,2208,308,2220,1389,1376,1811,39,1436,850,533,986,101,720,482,392,524,278,699,22,680,244,504,237,332,42,375,61,565,96,445,186,341,149,132,1121,1226,740,2032,58,2131,979,1790,1659,927,2166,499,1688,1232,937,1537,189,1316,373,680,385,375,350,198,602,394,391,461,374,688,70,446,21,461,112,450,366,349,487,224,818,60,1231,98.17256386081279,278.2630524284223,0,317.80708740750515,640.0459135939237,179.52663868842333,1078.089403630616,0,359.53919296875216,1852.037978690091,73.0931424920706,1069.3942767802318,16.794566742867364,0,438.64076410874287,2,0,1
826,1144,1663,924,1728,111,1843,988,954,1488,306,884,872,57,858,341,646,584,343,601,111,503,55,322,269,133,83,477,193,261,87,123,50,213,186,212,177,947,975,1040,1876,568,2235,485,2211,1245,1648,1855,516,1724,605,1129,1076,522,991,82,734,257,581,298,281,218,95,201,140,123,114,52,106,190,30,265,82,514,69,352,192,802,680,1606,2251,52.70472443648436,233.3445202626046,166.90583596182788,467.85527788299976,0,487.87354082460206,743.0973644811062,152.39829081185778,1624.3263927411658,342.1587350825141,1159.9496163884091,0,76.47564117234258,430.1620008075742,21.97234441703277,4,0,1
1780,3300,1417,3393,535,4097,1009,3465,2315,1941,2713,351,2444,864,1496,1137,708,1015,71,611,44,651,439,176,412,23,477,199,346,308,139,395,19,312,48,473,187,413,553,523,2002,1508,1399,2820,128,2625,937,1872,1500,646,1781,769,1085,1432,189,1397,448,881,660,338,548,243,633,44,675,373,519,394,600,580,371,339,312,127,230,50,69,241,231,178,91,147.8432497768273,485.19991729320554,244.1834335828778,771.6814752920425,0,641.8806061098903,1136.3906437350338,642.4577972718713,2618.630219704285,0,282.9944335189172,1543.9222218858717,140.00655826021577,672.8435057211425,0,0,0,1
421,221,1002,561,1452,1073,1945,110,2453,1018,1762,1893,452,1883,580,1575,1271,710,1353,216,985,144,1082,358,661,436,293,416,252,387,198,511,224,123,147,196,472,175,391,294,185,11,1125,1714,444,2636,420,1973,1159,1236,1780,181,1664,961,857,1664,395,1230,851,720,1036,302,982,74,728,221,780,693,354,519,260,603,60,293,86,251,267,76,180,167,297,252.71832957618327,232.88500118883317,373.6664257192406,322.0904695042193,0,177.35260077032984,549.8941511383476,1526.9906542750427,935.1323389183734,0,1485.4762608677001,592.4396160556772,810.545627608091,139.19999529123342,0,0,0,1
