515,1042,-1493,534,1082,274,217,-2409,-631,3753,-1883,-3531,1708,2601,-629,-1784,179,2423,-453,-2082,869,1041,-992,-322,723,-129,-118,-448,-310,807,-1004,2028,-812,-2404,3419,-1326,-2090,1287,1109,-482,-1799,2250,385,-2480,1870,489,-1540,656,5,353,-510,-577,70,-1260,635,1625,-1141,-1547,264,839,204,-3095,129,4263,-1291,-3691,2218,2615,-2472,-991,1361,861,-841,-1063,780,1302,-1263,-1010,1390,299,-1082
2182,142,-2976,1181,257,-429,-1258,370,2703,-2668,200,2742,-2547,462,634,-749,174,-378,601,-65,-759,736,446,-833,498,286,-593,-1270,1471,-1289,802,904,-1132,-677,91,1880,-2148,-1511,4198,-1987,-2198,2896,24,-1655,153,1636,-648,-1358,1245,626,-1285,479,270,-336,-1384,975,-662,444,2383,-3153,1258,-819,-1215,947,-1620,2974,-1111,-1778,2995,-1222,-690,927,-197,-105,-387,482,545,-1204,279,947,-483
-289,876,-1205,847,-77,222,1795,-4101,1058,3009,-3074,-776,1148,1712,-2074,-709,3300,-2087,-936,2232,-944,-784,756,245,52,-952,412,150,563,-695,1633,762,-1594,-1891,-1050,3005,-1257,-1682,3365,-1106,-810,1017,-404,237,-242,-577,782,-250,-251,280,-127,254,-32,46,175,366,-1000,1814,-1071,895,-1281,-1251,3633,-1766,-2367,1377,1357,-213,-2303,1892,1071,-2003,656,99,106,-411,-545,1375,-673,-813,1237
-916,1993,-1917,949,123,-1309,1699,-124,1731,-4284,516,3998,-4572,-475,3489,-288,-2835,582,3274,-2784,-1059,3220,-1384,-791,855,242,-440,92,-459,1952,-2428,42,2078,-536,-1522,-1816,2510,432,-3194,2294,946,-1232,56,146,723,-1084,-188,1293,-611,-563,977,-193,8,-232,-517,635,-838,1142,-362,-814,1659,-1236,2668,-3710,-381,4522,-3760,-2213,3485,881,-2935,-314,3690,-2291,-1847,2566,-209,-1627,749,963,-609
-331,1141,-1080,834,-163,-14,2763,-2864,-1764,3164,228,-3014,-1130,3282,222,-3935,2439,2345,-3109,402,1608,-972,-473,296,492,-162,-791,-346,-252,846,-887,802,-128,-358,2660,-4517,315,4147,-2347,-2719,1757,2185,-1980,-1801,3522,-921,-2205,2099,-48,-729,-44,353,930,-1362,-490,-305,1373,-2045,1885,554,867,-1089,-2885,1984,540,-2731,1424,1493,-1317,-1097,1951,344,-2093,1428,677,-1471,686,76,-82,269,-561
-234,538,-1349,231,876,-1202,1205,-417,1611,-2410,-1506,5446,-2235,-4731,3237,2424,-2441,-2105,3326,248,-2834,1690,1279,-1833,-81,1228,-170,-1004,1017,-620,972,1224,-2384,-244,1149,923,-2921,-1061,4518,-2086,-3036,3860,-87,-2001,620,573,47,-1012,643,605,-1044,520,396,-488,754,-1056,1614,-1387,-1,1722,118,-278,-3293,3539,1147,-5658,1938,2833,-1873,-1845,2117,1572,-2945,307,2565,-1971,-597,1636,-92,-711,-215
973,50,-1165,1030,-451,1466,1257,-4001,1219,1760,-1863,-2180,1500,2823,-3153,-766,4180,-2119,-1455,2053,-412,-518,-201,324,490,-972,403,1031,424,-1005,732,-376,133,2674,-3665,-524,3415,-178,-3925,127,3951,-1045,-3848,3197,1374,-2818,91,1725,-603,-926,571,1310,-1424,-794,796,-890,771,-1081,849,790,-557,1396,-3346,950,2496,-3583,-702,2659,361,-2088,-61,2822,-2038,-1000,2264,-1074,-597,833,-280,270,-546
-780,776,-71,-785,1398,-588,1411,-1151,-2482,3028,672,-3611,33,2553,979,-3938,1148,3685,-3168,-877,2515,-872,-1135,412,1139,-420,-1407,1541,-1086,898,-1199,890,1330,-1237,-556,-998,2773,-382,-4361,2956,1683,-2100,-1124,1900,1169,-2676,854,1478,-1359,80,607,-137,-48,-184,-468,539,115,-641,1331,-1148,2350,-2586,-1311,4353,-1464,-3235,902,2549,-652,-3412,3034,1433,-3568,1261,1716,-1773,-317,1041,131,-760,-257
890,1093,-1594,-54,-288,1263,-1787,-1754,3453,-1289,-1620,1801,126,-558,-418,685,376,-1102,375,573,-613,-79,404,2,-34,-352,887,-180,219,-606,1404,-1193,83,2707,-2172,-1723,476,3832,-2959,-4102,4254,2491,-4805,-10,3999,-1072,-2648,1704,1692,-2560,-314,2561,-967,-1314,-1303,1565,-342,578,-597,-1539,2830,-1739,-2408,1857,1218,-1154,-1642,2331,531,-2653,1363,984,-1492,520,163,-136,68,-291,656,100,-795
1256,-1146,559,39,-559,2772,-2830,-1488,3020,-207,-2385,-1059,3442,-162,-3822,2836,1444,-2704,544,1447,-840,-709,647,956,-1445,-277,1770,-318,-1321,1783,-600,-3235,2822,578,-2201,585,1662,-477,-1305,1155,367,-1219,289,706,-591,-65,408,121,137,-241,158,349,-529,-145,121,391,-292,674,-1212,1383,1559,-2561,-1544,2560,2186,-4174,-1041,4871,-1019,-3251,1600,1849,-1333,-1405,1530,594,-1898,437,1708,-1420,-462
189,-1090,1859,-1372,1098,2251,-2158,-1703,-539,1788,-688,-2291,3413,-563,-1924,2116,-392,-276,25,-146,407,-341,-89,308,-199,55,352,-273,1172,-1220,1329,1029,-2519,-124,1410,1051,-2845,-1189,3392,-698,-2668,1954,1014,-1204,-778,1476,190,-1827,1306,754,-1348,294,766,-647,-1254,47,962,-897,2546,-2720,-435,2301,-955,-1741,-505,2394,-325,-2881,2968,200,-2019,1010,213,-53,-213,-251,976,-715,-580,1183,-372
89,548,-1229,1716,586,-2937,1494,1114,-760,-2683,1589,3060,-3861,-272,3262,-1685,-1253,1396,501,-1289,-446,1981,-683,-1593,1494,184,-1080,420,-61,854,587,-2783,1168,2139,-3016,-1034,1796,1527,-2695,-177,3304,-2171,-1388,2520,-897,-1324,1351,51,-470,-368,474,823,-1128,303,1244,-1660,1513,1140,-725,-1573,143,1690,849,-4026,83,3083,-273,-2084,-180,1531,1083,-2168,-189,2140,-611,-1707,721,1155,-577,-771,538
-876,1468,-1199,348,1953,-3200,963,720,313,-1014,-1836,3209,-1007,-1996,2560,-950,-131,22,328,65,-776,1015,-70,-959,705,569,-1121,-538,-217,982,-1187,645,2625,-2761,-1456,1674,1038,-89,-3848,-680,4985,-307,-4447,1103,3861,-1658,-1938,675,1589,-520,-1522,138,1650,-557,337,-10,1613,-2728,-266,2836,-1605,-1894,368,2361,-1214,-2305,2972,565,-2388,1113,809,-1086,-124,441,282,-640,128,619,-291,-475,715
